word,ADJ,ADP,ADV,DET,NOUN,PUNCT,SCONJ,VERB,X
explorer,0,0,0,0,1,0,0,0,0
skin,0,0,0,0,3,0,0,0,0
ornament,0,0,0,0,1,0,0,0,0
demand,0,0,0,0,1,0,0,0,0
drastically,0,0,1,0,0,0,0,0,0
import,0,0,0,0,0,0,0,1,0
catch,0,0,0,0,0,0,0,1,0
european,1,0,0,0,0,0,0,0,0
apoda,0,0,0,0,1,0,0,0,0
introduce,0,0,0,0,0,0,0,1,0
like,0,1,0,0,0,0,0,0,0
elongated,1,0,0,0,0,0,0,0,0
wire,0,0,0,0,1,0,0,0,0
twisted,1,0,0,0,0,0,0,0,0
ribbon,0,0,0,0,1,0,0,0,0
filmy,1,0,0,0,0,0,0,0,0
forward,0,0,2,0,0,0,0,0,0
blue,1,0,0,0,0,0,0,0,0
begin,0,0,0,0,0,0,0,1,0
right,1,0,0,0,0,0,0,0,0
gradually,0,0,1,0,0,0,0,0,0
lean,0,0,0,0,0,0,0,1,0
invert,0,0,0,0,0,0,0,1,0
flag,0,0,0,0,2,0,0,0,0
plumed,1,0,0,0,0,0,0,0,0
miniature,1,0,0,0,0,0,0,0,0
superb,1,0,0,0,0,0,0,0,0
breast,0,0,0,0,1,0,0,0,0
shield,0,0,0,0,1,0,0,0,0
magnificent,1,0,0,0,0,0,0,0,0
space,0,0,0,0,1,0,0,0,0
diameter,0,0,0,0,1,0,0,0,0
dance,0,0,0,0,0,0,0,1,0
tailed,1,0,0,0,0,0,0,0,0
manucode,0,0,0,0,1,0,0,0,0
riflebird,0,0,0,0,1,0,0,0,0
snake,0,0,0,0,2,0,0,0,0
python,0,0,0,0,1,0,0,0,0
anaconda,0,0,0,0,1,0,0,0,0
amphibian,0,0,0,0,2,0,0,0,0
attain,0,0,0,0,0,0,0,1,0
caecilian,0,0,0,0,1,0,0,0,0
wormlike,1,0,0,0,0,0,0,0,0
few,1,0,0,0,0,0,0,0,0
salamander,0,0,0,0,1,0,0,0,0
reproductive,1,0,0,0,0,0,0,0,0
behavior,0,0,0,0,1,0,0,0,0
delicate,1,0,0,0,0,0,0,0,0
biological,1,0,0,0,0,0,0,0,0
comprise,0,0,0,0,0,0,0,1,0
interrelationship,0,0,0,0,1,0,0,0,0
function,0,0,0,0,0,0,0,1,0
efficiently,0,0,1,0,0,0,0,0,0
disruption,0,0,0,0,2,0,0,0,0
key,1,0,0,0,0,0,0,0,0
disturbance,0,0,0,0,1,0,0,0,0
removal,0,0,0,0,1,0,0,0,0
overcultivation,0,0,0,0,1,0,0,0,0
devastating,1,0,0,0,0,0,0,0,0
carbon,0,0,0,0,3,0,0,0,0
atmosphere,0,0,0,0,1,0,0,0,0
dioxide,0,0,0,0,1,0,0,0,0
greenhouse,0,0,0,0,1,0,0,0,0
alter,0,0,0,0,0,0,0,1,0
global,1,0,0,0,0,0,0,0,0
sequester,0,0,0,0,0,0,0,1,0
addition,0,0,0,0,1,0,0,0,0
one,0,0,0,0,1,0,0,0,0
appreciate,0,0,0,0,0,0,0,1,0
effect,0,0,0,0,1,0,0,0,0
organism,0,0,0,0,1,0,0,0,0
operate,0,0,0,0,0,0,0,1,0
awareness,0,0,0,0,1,0,0,0,0
conservation,0,0,0,0,1,0,0,0,0
future,0,0,0,0,1,0,0,0,0
