word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PUNCT,SCONJ,VERB,X
metrically,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
breve,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
weak,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carat,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
grouping,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bind,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
surge,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
sharpen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
comprise,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
dactyl,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
trochee,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
strongly,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
consonantal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
defile,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
symmetrically,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
distribute,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
lapse,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
haphazard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unconsidered,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prosodical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
organism,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
recurrence,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
phonetically,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
iamb,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
tetrameter,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
dimeter,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
skie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
invariable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reversal,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
substitution,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
propositional,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tempo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
reverse,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0
prominence,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
disturbance,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
semantic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reinforcement,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
expressive,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rose,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
hue,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
angrie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
quantitative,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhythmical,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
precisely,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
lengthen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
option,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
distribution,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
cool,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calm,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
modulate,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
spring,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0
normally,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
vertue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
interior,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
musick,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
devise,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
accentual,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
norm,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
disyllabic,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trisyllabic,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anapest,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
theorist,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
admit,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
spondaic,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pyrrhic,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0
spondee,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
determinant,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
monometer,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
trimeter,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
heptameter,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
intervene,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ignore,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
misconstrue,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
trochaic,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extensive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
innovation,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
antecedent,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
considerably,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
systematic,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
employment,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
vision,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
opportunity,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
normative,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
playwright,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
modernist,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
radically,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
disillusionment,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
postwar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
international,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mentally,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
unstable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conversion,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
renewal,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
essay,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
murder,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0
martyrdom,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
less,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unequale,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
comfortably,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vitality,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
syllabled,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
qui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
vois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
honte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
suis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
descendue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
implacable,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vénus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
assez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
confondue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
saurais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
plus,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
loin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pousser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cruauté,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
triomphe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
est,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
parfait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ont,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
porté,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
variable,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decasyllabic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doth,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
harbour,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
residence,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
presseth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bold,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pretense,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
encampeth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
banner,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
shamefastness,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
detect,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pronounced,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
confused,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
complicated,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
argument,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
explain,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
draft,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
confusion,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
compound,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
terminology,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
instructive,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
analyze,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
revise,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
paradigm,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
phonetic,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sapphic,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
eyelid,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dew,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
shake,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
unclose,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
feather,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
shut,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
iron,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
unbound,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unsandalled,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shine,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sunset,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
beautifully,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
opus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
brach,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ich,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
nachts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
mir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dunklen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hauchten,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sie,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
als,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
doch,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
verstreuten,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
reich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bewegten,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
der,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
mich,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
nässte,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
auch,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
wie,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nie,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
berückte,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
vom,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
deiner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pflückte,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dir,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bewegt,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
gleich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jenen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tauten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
inflected,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tense,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
slow,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
paced,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hospitable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
polysyllabic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alternation,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
inflect,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
gracefully,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
able,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vital,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obtain,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
laureate,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
authority,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
deterrent,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nonmetrical,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
innovator,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
convince,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
expansion,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
revival,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
noteworthy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
foster,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
experimenter,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
painter,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
eccentric,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissent,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
emersonian,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reliance,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
underlie,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
urbanized,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mistaken,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belief,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
legally,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lowercase,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
irregularly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
publisher,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
capitalize,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
signature,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
attend,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
detention,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
camp,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
censor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
error,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
childlike,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
playfulness,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
readership,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nonlecture,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
push,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ancestor,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
fixing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fixed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rapid,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salutary,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
capability,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
choice,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
punctuate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
þæs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ofereode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
þisses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
swa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mæg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
regulate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
accident,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
solemn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regularity,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
measured,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
progression,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
legacy,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
mourn,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
surly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sullen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bell,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
flee,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
wrench,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sudden,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
violence,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
conviction,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
formation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marked,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enjambe,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
counter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ground,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
departure,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
earmark,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
revolt,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
prevail,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sweeping,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhetorical,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
urge,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
anaphora,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
successive,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parallelism,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cradle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
endlessly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rock,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
missile,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fully,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
specifically,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
gradual,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elongation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
diminution,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
carol,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
lagging,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yellow,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wane,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
solitary,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lonesome,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moon,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
reckless,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
despairing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thematic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
previous,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emotionally,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
charge,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0
prophetic,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
persona,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
spiritually,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
arid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forgiveness,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
cunning,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contrived,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corridor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
issue,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
whispering,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ambition,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
vanity,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
complement,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
contract,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
intensify,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
arc,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
adaptation,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
chill,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
chain,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
chafe,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hew,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hunger,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
begot,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
weary,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liveth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
permission,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
energetic,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mute,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cruell,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stir,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
dull,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
variably,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
carefully,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
job,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
innovative,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
talent,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
genius,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
equipment,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
victorian,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mile,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
apart,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
smoothly,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
unambiguous,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
climb,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ti,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
vigour,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
irregularity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gross,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
violation,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
adjustment,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
oratorical,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quick,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nervous,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
involuted,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pregnant,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
headlong,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
energy,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
saith,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
preacher,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nephew,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
mother,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
envy,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
neoclassical,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mindedness,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
obsession,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
domination,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
miltonic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
looseness,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ornamental,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dominate,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
entire,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
judgment,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
rationality,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
clarity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
impression,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
reconsider,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
meditate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
declaim,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
stichic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
intricacy,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ethos,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
standing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
assign,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
nobleman,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
bumpkin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
clown,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
heroine,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
creature,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
excellent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conceited,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
non,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
propriety,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
intensity,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
insist,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
effectively,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
narrow,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
prescriptive,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ill,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0
ignorant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prepare,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
legalism,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
