word,ADJ,ADP,ADV,CCONJ,NOUN,NUM,PRON,SCONJ,VERB,X
undated,1,0,0,0,0,0,0,0,0,0
bust,0,0,0,0,1,0,0,0,0,0
height,0,0,0,0,2,0,0,0,0,0
hellenistic,1,0,0,0,0,0,0,0,0,0
museum,0,0,0,0,1,0,0,0,0,0
research,0,0,0,0,4,0,0,0,0,0
institute,0,0,0,0,3,0,0,0,1,0
sponsor,0,0,0,0,0,0,0,0,1,0
learning,0,0,0,0,10,0,0,0,0,0
general,7,0,0,0,0,0,0,0,0,0
vascular,2,0,0,0,0,0,0,0,0,0
nerve,0,0,0,0,2,0,0,0,0,0
brain,0,0,0,0,1,0,0,0,0,0
organ,0,0,0,0,1,0,0,0,0,0
thoracic,1,0,0,0,0,0,0,0,0,0
cavity,0,0,0,0,1,0,0,0,0,0
dissection,0,0,0,0,2,0,0,0,0,0
ape,0,0,0,0,1,0,0,0,0,0
pig,0,0,0,0,1,0,0,0,0,0
physician,0,0,0,0,2,0,0,0,0,0
physiology,0,0,0,0,6,0,0,0,0,0
tripartite,1,0,0,0,0,0,0,0,0,0
vital,2,0,0,0,0,0,0,0,0,0
respectively,0,0,1,0,0,0,0,0,0,0
vein,0,0,0,0,1,0,0,0,0,0
artery,0,0,0,0,1,0,0,0,0,0
vitalize,0,0,0,0,0,0,0,0,1,0
therapeutic,0,0,0,0,1,0,0,0,0,0
successful,4,0,0,0,0,0,0,0,0,0
eclectic,1,0,0,0,0,0,0,0,0,0
choice,0,0,0,0,2,0,0,0,0,0
usually,0,0,6,0,0,0,0,0,0,0
optimal,1,0,0,0,0,0,0,0,0,0
propound,0,0,0,0,0,0,0,0,1,0
clean,1,0,0,0,0,0,0,0,0,0
living,0,0,0,0,1,0,0,0,0,0
heal,0,0,0,0,0,0,0,0,1,0
apogee,0,0,0,0,1,0,0,0,0,0
coincide,0,0,0,0,0,0,0,0,1,0
roman,6,0,0,0,0,0,0,0,0,0
power,0,0,0,0,7,0,0,0,0,0
deeply,0,0,1,0,0,0,0,0,0,0
impress,0,0,0,0,0,0,0,0,1,0
art,0,0,0,0,2,0,0,0,0,0
literature,0,0,0,0,1,0,0,0,0,0
household,0,0,0,0,1,0,0,0,0,0
slave,0,0,0,0,1,0,0,0,0,0
tutor,0,0,0,0,0,0,0,0,1,0
noble,2,0,0,0,0,0,0,0,0,0
child,0,0,0,0,1,0,0,0,0,0
achievement,0,0,0,0,2,0,0,0,0,0
awe,0,0,0,0,1,0,0,0,0,0
common,2,0,0,0,0,0,0,0,0,0
keep,0,0,0,0,0,0,0,0,1,0
relegate,0,0,0,0,0,0,0,0,1,0
low,5,0,0,0,0,0,0,0,0,0
status,0,0,0,0,2,0,0,0,0,0
statesman,0,0,0,0,1,0,0,0,0,0
orator,0,0,0,0,1,0,0,0,0,0
thought,0,0,0,0,5,0,0,0,0,0
source,0,0,0,0,8,0,0,0,0,0
viewpoint,0,0,0,0,1,0,0,0,0,0
independent,2,0,0,0,0,0,0,0,0,0
foreign,1,0,0,0,0,0,0,0,0,0
grind,0,0,0,0,0,0,0,0,1,0
halt,0,0,0,0,1,0,0,0,0,0
legacy,0,0,0,0,1,0,0,0,0,0
condense,0,0,0,0,0,0,0,0,1,0
corrupt,0,0,0,0,0,0,0,0,1,0
encyclopaedia,0,0,0,0,1,0,0,0,0,0
entertainment,0,0,0,0,1,0,0,0,0,0
enlightenment,0,0,0,0,3,0,0,0,0,0
typical,1,0,0,0,0,0,0,0,0,0
aristocrat,0,0,0,0,2,0,0,0,0,0
multivolume,0,0,0,0,1,0,0,0,0,0
myth,0,0,0,0,1,0,0,0,0,0
odd,1,0,0,0,0,0,0,0,0,0
wondrous,1,0,0,0,0,0,0,0,0,0
creature,0,0,0,0,1,0,0,0,0,0
mix,0,0,0,0,0,0,0,0,1,0
uncritically,0,0,1,0,0,0,0,0,0,0
titillation,0,0,0,0,1,0,0,0,0,0
embarrass,0,0,0,0,0,0,0,0,1,0
custom,0,0,0,0,1,0,0,0,0,0
language,0,0,0,0,5,0,0,0,0,0
empire,0,0,0,0,3,0,0,0,0,0
sect,0,0,0,0,1,0,0,0,0,0
kingdom,0,0,0,0,1,0,0,0,0,0
follower,0,0,0,0,1,0,0,0,0,0
worldly,2,0,0,0,0,0,0,0,0,0
dangerous,1,0,0,0,0,0,0,0,0,0
wisdom,0,0,0,0,1,0,0,0,0,0
ambivalence,0,0,0,0,1,0,0,0,0,0
rhetoric,0,0,0,0,2,0,0,0,0,0
snare,0,0,0,0,1,0,0,0,0,0
delusion,0,0,0,0,1,0,0,0,0,0
mislead,0,0,0,0,0,0,0,0,1,0
unwary,1,0,0,0,0,0,0,0,0,0
educated,1,0,0,0,0,0,0,0,0,0
convert,0,0,0,0,0,0,0,0,2,0
message,0,0,0,0,1,0,0,0,0,0
present,0,0,0,0,0,0,0,0,1,0
philosophical,4,0,0,0,0,0,0,0,0,0
enmesh,0,0,0,0,0,0,0,0,1,0
metaphysical,1,0,0,0,0,0,0,0,0,0
purely,0,0,3,0,0,0,0,0,0,0
anybody,0,0,0,0,0,0,1,0,0,0
claim,0,0,0,0,0,0,0,0,1,0
engage,0,0,0,0,0,0,0,0,1,0
die,0,0,0,0,0,0,0,0,3,0
fall,0,0,0,0,2,0,0,0,6,0
occupation,0,0,0,0,1,0,0,0,0,0
tribe,0,0,0,0,1,0,0,0,0,0
germanic,1,0,0,0,0,0,0,0,0,0
barbarian,0,0,0,0,1,0,0,0,0,0
sure,2,0,0,0,0,0,0,0,0,0
lamp,0,0,0,0,1,0,0,0,0,0
burn,0,0,0,0,0,0,0,0,2,0
feebly,0,0,1,0,0,0,0,0,0,0
monk,0,0,0,0,2,0,0,0,0,0
monastery,0,0,0,0,2,0,0,0,0,0
faithfully,0,0,1,0,0,0,0,0,0,0
copy,0,0,0,0,0,0,0,0,2,0
classic,1,0,0,0,1,0,0,0,0,0
posterity,0,0,0,0,1,0,0,0,0,0
teach,0,0,0,0,0,0,0,0,1,0
elementary,3,0,0,0,0,0,0,0,0,0
strong,2,0,0,0,0,0,0,0,0,0
precious,2,0,0,0,0,0,0,0,0,0
reservoir,0,0,0,0,1,0,0,0,0,0
torch,0,0,0,0,1,0,0,0,0,0
invade,0,0,0,0,0,0,0,0,1,0
group,0,0,0,0,6,0,0,0,1,0
arabian,1,0,0,0,0,0,0,0,0,0
peninsula,0,0,0,0,1,0,0,0,0,0
eventually,0,0,1,0,0,0,0,0,0,0
rival,0,0,0,0,0,0,0,0,1,0
treasure,0,0,0,0,2,0,0,0,0,0
sacred,1,0,0,0,0,0,0,0,0,0
praise,0,0,0,0,0,0,0,0,1,0
glimpse,0,0,0,0,0,0,0,0,3,0
contact,0,0,0,0,3,0,0,0,0,0
writing,0,0,0,0,3,0,0,0,0,0
eagerly,0,0,2,0,0,0,0,0,0,0
assimilate,0,0,0,0,0,0,0,0,3,0
assimilation,0,0,0,0,1,0,0,0,0,0
criticize,0,0,0,0,0,0,0,0,4,0
innovate,0,0,0,0,0,0,0,0,1,0
aid,0,0,0,0,0,0,0,0,1,0
construction,0,0,0,0,2,0,0,0,0,0
observatory,0,0,0,0,1,0,0,0,0,0
ptolemaic,5,0,0,0,0,0,0,0,0,0
prediction,0,0,0,0,4,0,0,0,0,0
check,0,0,0,0,0,0,0,0,1,0
fascinate,0,0,0,0,0,0,0,0,1,0
fascination,0,0,0,0,1,0,0,0,0,0
motivation,0,0,0,0,1,0,0,0,0,0
jabr,0,0,0,0,1,0,0,0,0,0
confront,0,0,0,0,0,0,0,0,1,0
chiefly,0,0,2,0,0,0,0,0,0,0
military,3,0,0,0,0,0,0,0,0,0
crusade,0,0,0,0,1,0,0,0,0,0
confrontation,0,0,0,0,1,0,0,0,0,0
restoration,0,0,0,0,1,0,0,0,0,0
gradually,0,0,5,0,0,0,0,0,0,0
push,0,0,0,0,0,0,0,0,3,0
south,0,0,1,0,0,0,0,0,0,0
translation,0,0,0,0,2,0,0,0,0,0
fine,2,0,0,0,0,0,0,0,0,0
library,0,0,0,0,1,0,0,0,0,0
occupier,0,0,0,0,1,0,0,0,0,0
quickly,0,0,1,0,0,0,0,0,0,0
heritage,0,0,0,0,2,0,0,0,0,0
caricature,0,0,0,0,0,0,0,0,1,0
darkness,0,0,0,0,1,0,0,0,0,0
superstition,0,0,0,0,1,0,0,0,0,0
hostility,0,0,0,0,1,0,0,0,0,0
contrary,0,0,0,0,1,0,0,0,0,0
vitality,0,0,0,0,2,0,0,0,0,0
trifling,1,0,0,0,0,0,0,0,0,0
horse,0,0,0,0,1,0,0,0,0,0
collar,0,0,0,0,1,0,0,0,0,0
horsepower,0,0,0,0,1,0,0,0,0,0
efficiently,0,0,1,0,0,0,0,0,0,0
exploit,0,0,0,0,0,0,0,0,2,0
brace,0,0,0,0,1,0,0,0,0,0
bit,0,0,0,0,1,0,0,0,0,0
gothic,2,0,0,0,0,0,0,0,0,0
cathedral,0,0,0,0,2,0,0,0,0,0
improvement,0,0,0,0,2,0,0,0,0,0
gear,0,0,0,0,1,0,0,0,0,0
train,0,0,0,0,1,0,0,0,0,0
waterwheel,0,0,0,0,1,0,0,0,0,0
efficiency,0,0,0,0,2,0,0,0,0,0
ingenuity,0,0,0,0,2,0,0,0,0,0
mill,0,0,0,0,1,0,0,0,0,0
wheel,0,0,0,0,1,0,0,0,0,0
culminate,0,0,0,0,0,0,0,0,3,0
clock,0,0,0,0,1,0,0,0,0,0
chronometrical,1,0,0,0,0,0,0,0,0,0
accuracy,0,0,0,0,1,0,0,0,0,0
metaphor,0,0,0,0,1,0,0,0,0,0
dutch,1,0,0,0,0,0,0,0,0,0
church,0,0,0,0,3,0,0,0,0,0
distinguish,0,0,0,0,0,0,0,0,1,0
size,0,0,0,0,3,0,0,0,0,0
architectural,2,0,0,0,0,0,0,0,0,0
half,1,0,0,0,2,0,0,0,0,0
arch,0,0,0,0,1,0,0,0,0,0
achieve,0,0,0,0,0,0,0,0,4,0
fertility,0,0,0,0,1,0,0,0,0,0
prejudice,0,0,0,0,1,0,0,0,0,0
utilitarian,1,0,0,0,0,0,0,0,0,0
useful,1,0,0,0,0,0,0,0,0,0
attitude,0,0,0,0,3,0,0,0,0,0
optic,0,0,0,0,1,0,0,0,0,0
cleric,0,0,0,0,1,0,0,0,0,0
scholar,0,0,0,0,3,0,0,0,0,0
creative,1,0,0,0,0,0,0,0,0,0
impulse,0,0,0,0,2,0,0,0,0,0
spread,0,0,0,0,1,0,0,0,3,0
reflection,0,0,0,0,2,0,0,0,0,0
outermost,2,0,0,0,0,0,0,0,0,0
solidify,0,0,0,0,0,0,0,0,1,0
propagation,0,0,0,0,1,0,0,0,0,0
slight,1,0,0,0,0,0,0,0,0,0
isolate,0,0,0,0,0,0,0,0,2,0
rainbow,0,0,0,0,25,0,0,0,0,0
raindrop,0,0,0,0,6,0,0,0,0,0
investigator,0,0,0,0,2,0,0,0,0,0
sky,0,0,0,0,4,0,0,0,0,0
insight,0,0,0,0,1,0,0,0,0,0
simulate,0,0,0,0,0,0,0,0,1,0
substitute,0,0,0,0,0,0,0,0,2,0
hollow,1,0,0,0,0,0,0,0,0,0
glass,0,0,0,0,1,0,0,0,0,0
ball,0,0,0,0,4,0,0,0,0,0
leisure,0,0,0,0,1,0,0,0,0,0
valid,1,0,0,0,0,0,0,0,0,0
validity,0,0,0,0,1,0,0,0,0,0
analogy,0,0,0,0,2,0,0,0,0,0
globe,0,0,0,0,1,0,0,0,0,0
implicit,1,0,0,0,0,0,0,0,0,0
similar,6,0,0,0,0,0,0,0,0,0
effect,0,0,0,0,8,0,0,0,0,0
persuasively,0,0,1,0,0,0,0,0,0,0
adopt,0,0,0,0,0,0,0,0,1,0
sun,0,0,0,0,3,0,0,0,0,0
shine,0,0,0,0,0,0,0,0,1,0
cloud,0,0,0,0,2,0,0,0,0,0
scrutiny,0,0,0,0,1,0,0,0,0,0
intensity,0,0,0,0,2,0,0,0,0,0
directly,0,0,4,0,0,0,0,0,0,0
proportional,1,0,0,0,0,0,0,0,0,0
examine,0,0,0,0,0,0,0,0,3,0
care,0,0,0,0,1,0,0,0,0,0
implication,0,0,0,0,4,0,0,0,0,0
dictum,0,0,0,0,1,0,0,0,0,0
imply,0,0,0,0,0,0,0,0,3,0
infinite,1,0,0,0,0,0,0,0,0,0
regression,0,0,0,0,1,0,0,0,0,0
prior,1,0,0,0,0,0,0,0,0,0
conscious,2,0,0,0,0,0,0,0,0,0
author,0,0,0,0,2,0,0,0,0,0
faculty,0,0,0,0,1,0,0,0,0,0
image,0,0,0,0,2,0,0,0,0,0
passage,0,0,0,0,4,0,0,0,0,0
obscure,2,0,0,0,0,0,0,0,1,0
have,0,0,0,0,0,0,0,0,3,0
contradict,0,0,0,0,0,0,0,0,1,0
short,2,0,0,0,0,0,0,0,0,0
wove,0,0,0,0,0,0,0,0,1,0
challenge,0,0,0,0,1,0,0,0,2,0
necessarily,0,0,3,0,0,0,0,0,0,0
fabric,0,0,0,0,1,0,0,0,0,0
virtually,0,0,1,0,0,0,0,0,0,0
someday,0,0,2,0,0,0,0,0,0,0
theologian,0,0,0,0,1,0,0,0,0,0
breach,0,0,0,0,1,0,0,0,0,0
desire,0,0,0,0,0,0,0,0,1,0
glory,0,0,0,0,1,0,0,0,0,0
magnificent,1,0,0,0,0,0,0,0,0,0
italian,1,0,0,0,0,0,0,0,0,0
theorist,0,0,0,0,1,0,0,0,0,0
moral,1,0,0,0,0,0,0,0,0,0
political,4,0,0,0,0,0,0,0,0,0
finite,1,0,0,0,0,0,0,0,0,0
easily,0,0,3,0,0,0,0,0,0,0
saint,0,0,0,0,1,0,0,0,0,0
reign,0,0,0,0,0,0,0,0,1,0
humanity,0,0,0,0,1,0,0,0,0,0
occupy,0,0,0,0,0,0,0,0,1,0
befit,0,0,0,0,0,0,0,0,1,0
centrality,0,0,0,0,1,0,0,0,0,0
hell,0,0,0,0,1,0,0,0,0,0
populate,0,0,0,0,0,0,0,0,2,0
exercise,0,0,0,0,2,0,0,0,0,0
free,1,0,0,0,0,0,0,0,1,0
damnation,0,0,0,0,1,0,0,0,0,0
purgatory,0,0,0,0,1,0,0,0,0,0
sinner,0,0,0,0,1,0,0,0,0,0
capable,2,0,0,0,0,0,0,0,0,0
salvation,0,0,0,0,1,0,0,0,0,0
save,0,0,0,0,0,0,0,0,1,0
saintly,1,0,0,0,0,0,0,0,0,0
hierarchy,0,0,0,0,5,0,0,0,0,0
ascend,0,0,0,0,0,0,0,0,1,0
throne,0,0,0,0,1,0,0,0,0,0
institution,0,0,0,0,2,0,0,0,0,0
supreme,2,0,0,0,0,0,0,0,0,0
monarch,0,0,0,0,1,0,0,0,0,0
justice,0,0,0,0,1,0,0,0,0,0
love,0,0,0,0,1,0,0,0,0,0
fit,0,0,0,0,0,0,0,0,2,0
abandon,0,0,0,0,0,0,0,0,4,0
lightly,0,0,2,0,0,0,0,0,0,0
monument,0,0,0,0,7,0,0,0,0,0
megalith,1,0,0,0,3,0,0,0,0,0
huge,1,0,0,0,0,0,0,0,0,0
undressed,1,0,0,0,0,0,0,0,0,0
type,0,0,0,0,2,0,0,0,0,0
debate,0,0,0,0,1,0,0,0,0,0
coast,0,0,0,0,2,0,0,0,0,0
cyclopean,1,0,0,0,0,0,0,0,0,0
dolman,0,0,0,0,3,0,0,0,0,0
upright,2,0,0,0,0,0,0,0,0,0
flat,1,0,0,0,0,0,0,0,0,0
roofing,0,0,0,0,1,0,0,0,0,0
slab,0,0,0,0,2,0,0,0,0,0
cover,0,0,0,0,0,0,0,0,2,0
protective,1,0,0,0,0,0,0,0,0,0
mound,0,0,0,0,1,0,0,0,0,0
weather,0,0,0,0,0,0,0,0,1,0
away,0,2,1,0,0,0,0,0,0,0
northern,1,0,0,0,0,0,0,0,0,0
principal,2,0,0,0,0,0,0,0,0,0
grave,0,0,0,0,3,0,0,0,0,0
roof,0,0,0,0,0,0,0,0,1,0
entrance,0,0,0,0,1,0,0,0,0,0
dolmen,0,0,0,0,1,0,0,0,0,0
coffinlike,1,0,0,0,0,0,0,0,0,0
cist,0,0,0,0,1,0,0,0,0,0
gallery,0,0,0,0,1,0,0,0,0,0
rectangular,1,0,0,0,0,0,0,0,0,0
burial,0,0,0,0,3,0,0,0,0,0
chamber,0,0,0,0,2,0,0,0,0,0
distinct,1,0,0,0,0,0,0,0,0,0
passageway,0,0,0,0,1,0,0,0,0,0
hybrid,1,0,0,0,0,0,0,0,0,0
version,0,0,0,0,1,0,0,0,0,0
island,0,0,0,0,1,0,0,0,0,0
west,1,0,0,0,1,0,0,0,0,0
round,2,0,0,0,0,0,0,0,0,0
barrow,0,0,0,0,2,0,0,0,0,0
menhir,0,0,0,0,3,0,0,0,0,1
hir,0,0,0,0,1,0,0,0,0,0
connection,0,0,0,0,2,0,0,0,0,0
frequently,0,0,1,0,0,0,0,0,0,0
semicircle,0,0,0,0,2,0,0,0,0,0
ellipsis,0,0,0,0,3,0,0,0,0,0
site,0,0,0,0,1,0,0,0,0,0
parallel,1,0,0,0,0,0,0,0,0,0
row,0,0,0,0,1,0,0,0,0,0
alignment,0,0,0,0,3,0,0,0,0,0
procession,0,0,0,0,1,0,0,0,0,0
unknown,2,0,0,0,0,0,0,0,0,0
share,0,0,0,0,0,0,0,0,4,0
demonstrate,0,0,0,0,0,0,0,0,3,0
disseminator,0,0,0,0,1,0,0,0,0,0
local,1,0,0,0,0,0,0,0,0,0
population,0,0,0,0,1,0,0,0,0,0
similarity,0,0,0,0,2,0,0,0,0,0
magical,1,0,0,0,0,0,0,0,0,0
symbol,0,0,0,0,2,0,0,0,0,0
carve,0,0,0,0,0,0,0,0,2,0
unity,0,0,0,0,2,0,0,0,0,0
builder,0,0,0,0,2,0,0,0,0,0
beginning,0,0,0,0,2,0,0,0,0,0
newcomer,0,0,0,0,1,0,0,0,0,0
collective,1,0,0,0,0,0,0,0,0,0
dating,0,0,0,0,2,0,0,0,0,0
mayan,3,0,0,0,0,0,0,0,0,0
basis,0,0,0,0,4,0,0,0,0,0
mesoamerican,2,0,0,0,0,0,0,0,0,0
variously,0,0,1,0,0,0,0,0,0,0
refer,0,0,0,0,0,0,0,0,1,0
count,0,0,0,0,2,0,0,0,0,0
divinatory,1,0,0,0,0,0,0,0,0,0
series,0,0,0,0,4,0,0,0,0,0
differ,0,0,0,0,0,0,0,0,2,0
synchronize,0,0,0,0,0,0,0,0,2,0
divination,0,0,0,0,1,0,0,0,0,0
fateful,1,0,0,0,0,0,0,0,0,0
detail,0,0,0,0,2,0,0,0,0,0
lose,0,0,0,0,0,0,0,0,3,0
vary,0,0,0,0,0,0,0,0,2,0
divide,0,0,0,0,0,0,0,0,1,0
month,0,0,0,0,4,0,0,0,0,0
uinal,0,0,0,0,1,0,0,0,0,0
plus,0,0,0,1,0,0,0,0,0,0
nameless,2,0,0,0,0,0,0,0,0,0
extremely,0,0,2,0,0,0,0,0,0,0
unlucky,1,0,0,0,0,0,0,0,0,0
fasting,0,0,0,0,1,0,0,0,0,0
sacrifice,0,0,0,0,1,0,0,0,0,0
ordinary,2,0,0,0,0,0,0,0,0,0
fourfold,1,0,0,0,0,0,0,0,0,0
designation,0,0,0,0,2,0,0,0,0,0
unique,1,0,0,0,0,0,0,0,0,0
stele,0,0,0,0,1,0,0,0,0,0
pillar,0,0,0,0,1,0,0,0,0,0
representative,1,0,0,0,1,0,0,0,0,0
figure,0,0,0,0,1,0,0,0,1,0
date,0,0,0,0,5,0,0,0,0,0
ruler,0,0,0,0,1,0,0,0,0,0
accurately,0,0,3,0,0,0,0,0,0,0
continuous,1,0,0,0,0,0,0,0,0,0
marking,0,0,0,0,1,0,0,0,0,0
historian,0,0,0,0,2,0,0,0,0,0
likely,1,0,1,0,0,0,0,0,0,0
distant,2,0,0,0,0,0,0,0,0,0
drop,0,0,0,0,6,0,0,0,3,0
rain,0,0,0,0,2,0,0,0,0,0
spray,0,0,0,0,1,0,0,0,0,0
fog,0,0,0,0,1,0,0,0,0,0
multicolored,1,0,0,0,0,0,0,0,0,0
arc,0,0,0,0,4,0,0,0,0,0
locate,0,0,0,0,0,0,0,0,2,0
imaginary,2,0,0,0,0,0,0,0,0,0
line,0,0,0,0,4,0,0,0,0,0
extend,0,0,0,0,0,0,0,0,1,0
eye,0,0,0,0,2,0,0,0,0,0
commonly,0,0,2,0,0,0,0,0,0,0
ray,0,0,0,0,7,0,0,0,0,0
generally,0,0,4,0,0,0,0,0,0,0
morning,0,0,0,0,1,0,0,0,0,0
afternoon,0,0,0,0,1,0,0,0,0,0
horizon,0,0,0,0,1,0,0,0,0,0
visible,2,0,0,0,0,0,0,0,0,0
mountain,0,0,0,0,2,0,0,0,0,0
airplane,0,0,0,0,1,0,0,0,0,0
circular,3,0,0,0,0,0,0,0,0,0
alpine,1,0,0,0,0,0,0,0,0,0
color,0,0,0,0,5,0,0,0,1,0
refraction,0,0,0,0,2,0,0,0,0,0
bending,0,0,0,0,1,0,0,0,0,0
internal,1,0,0,0,0,0,0,0,0,0
enter,0,0,0,0,0,0,0,0,1,0
white,3,0,0,0,0,0,0,0,0,0
sunlight,0,0,0,0,2,0,0,0,0,0
compose,0,0,0,0,0,0,0,0,3,0
spectrum,0,0,0,0,1,0,0,0,0,0
separate,2,0,0,0,0,0,0,0,1,0
violet,0,0,0,0,1,0,0,0,0,0
blue,0,0,0,0,1,0,0,0,0,0
green,0,0,0,0,1,0,0,0,0,0
yellow,0,0,0,0,1,0,0,0,0,0
orange,0,0,0,0,1,0,0,0,0,0
red,2,0,0,0,0,0,0,0,0,0
band,0,0,0,0,2,0,0,0,0,0
colored,1,0,0,0,0,0,0,0,0,0
successively,0,0,1,0,0,0,0,0,0,0
intense,2,0,0,0,0,0,0,0,0,0
secondary,2,0,0,0,0,0,0,0,0,0
bow,0,0,0,0,6,0,0,0,0,0
sequence,0,0,0,0,1,0,0,0,0,0
reverse,0,0,0,0,0,0,0,0,1,0
weak,1,0,0,0,0,0,0,0,0,0
rarely,0,0,1,0,0,0,0,0,0,0
occasionally,0,0,1,0,0,0,0,0,0,0
faintly,0,0,1,0,0,0,0,0,0,0
ring,0,0,0,0,2,0,0,0,0,0
spurious,1,0,0,0,0,0,0,0,0,0
supernumerary,1,0,0,0,0,0,0,0,0,0
fogbow,0,0,0,0,2,0,0,0,0,0
threaten,0,0,0,0,0,0,0,0,2,0
unitary,1,0,0,0,0,0,0,0,0,0
celebrate,0,0,0,0,0,0,0,0,1,0
pace,0,0,0,0,1,0,0,0,0,0
quicken,0,0,0,0,0,0,0,0,1,0
profession,0,0,0,0,1,0,0,0,0,0
civil,1,0,0,0,0,0,0,0,0,0
engineer,0,0,0,0,2,0,0,0,0,0
face,0,0,0,0,0,0,0,0,1,0
solution,0,0,0,0,4,0,0,0,0,0
certainly,0,0,3,0,0,0,0,0,0,0
painter,0,0,0,0,1,0,0,0,0,0
genius,0,0,0,0,4,0,0,0,0,0
closely,0,0,2,0,0,0,0,0,0,0
anatomy,0,0,0,0,6,0,0,0,0,0
verisimilitude,0,0,0,0,1,0,0,0,0,0
sculptor,0,0,0,0,1,0,0,0,0,0
master,0,0,0,0,0,0,0,0,1,0
cast,0,0,0,0,0,0,0,0,3,0
producer,0,0,0,0,1,0,0,0,0,0
director,0,0,0,0,1,0,0,0,0,0
dramatic,4,0,0,0,0,0,0,0,0,0
production,0,0,0,0,3,0,0,0,0,0
masque,0,0,0,0,1,0,0,0,0,0
complicated,2,0,0,0,0,0,0,0,0,0
machinery,0,0,0,0,2,0,0,0,0,0
special,3,0,0,0,0,0,0,0,0,0
path,0,0,0,0,1,0,0,0,0,0
mortar,0,0,0,0,1,0,0,0,0,0
lob,0,0,0,0,0,0,0,0,1,0
wall,0,0,0,0,1,0,0,0,0,0
projectile,0,0,0,0,1,0,0,0,0,0
straight,2,0,0,0,0,0,0,0,0,0
slanted,1,0,0,0,0,0,0,0,0,0
ascent,0,0,0,0,1,0,0,0,0,0
vertical,1,0,0,0,0,0,0,0,0,0
colleague,0,0,0,0,3,0,0,0,0,0
actual,1,0,0,0,0,0,0,0,0,0
authority,0,0,0,0,4,0,0,0,0,0
commentator,0,0,0,0,1,0,0,0,0,0
gibe,0,0,0,0,0,0,0,0,1,0
break,0,0,0,0,0,0,0,0,1,0
healthy,1,0,0,0,0,0,0,0,0,0
blow,0,0,0,0,2,0,0,0,0,0
acceptance,0,0,0,0,2,0,0,0,0,0
geographer,0,0,0,0,1,0,0,0,0,0
continent,0,0,0,0,1,0,0,0,0,0
walk,0,0,0,0,0,0,0,0,1,0
upside,0,0,1,0,0,0,0,0,0,0
antipode,0,0,0,0,1,0,0,0,0,0
expansion,0,0,0,0,1,0,0,0,0,0
wealth,0,0,0,0,2,0,0,0,0,0
fame,0,0,0,0,1,0,0,0,0,0
await,0,0,0,0,0,0,0,0,1,0
navigation,0,0,0,0,1,0,0,0,0,0
trustworthy,1,0,0,0,0,0,0,0,0,0
feverish,1,0,0,0,0,0,0,0,0,0
recovery,0,0,0,0,1,0,0,0,0,0
add,0,0,0,0,0,0,0,0,4,0
vision,0,0,0,0,2,0,0,0,0,0
theoretical,2,0,0,0,0,0,0,0,0,0
subversive,1,0,0,0,0,0,0,0,0,0
bundle,0,0,0,0,1,0,0,0,0,0
manuscript,0,0,0,0,2,0,0,0,0,0
decisive,1,0,0,0,0,0,0,0,0,0
direction,0,0,0,0,4,0,0,0,0,0
report,0,0,0,0,1,0,0,0,1,0
legendary,1,0,0,0,0,0,0,0,0,0
priest,0,0,0,0,1,0,0,0,0,0
prophet,0,0,0,0,1,0,0,0,0,0
sage,0,0,0,0,1,0,0,0,0,0
supposedly,0,0,1,0,0,0,0,0,0,0
hermetic,4,0,0,0,0,0,0,0,0,0
alternative,1,0,0,0,1,0,0,0,0,0
prominent,1,0,0,0,0,0,0,0,0,0
imitate,0,0,0,0,0,0,0,0,1,0
learn,0,0,0,0,0,0,0,0,1,0
secret,0,0,0,0,3,0,0,0,0,0
torture,0,0,0,0,1,0,0,0,0,0
distillation,0,0,0,0,2,0,0,0,0,0
alchemical,1,0,0,0,0,0,0,0,0,0
manipulation,0,0,0,0,4,0,0,0,0,0
reward,0,0,0,0,1,0,0,0,0,0
success,0,0,0,0,3,0,0,0,0,0
youth,0,0,0,0,1,0,0,0,0,0
freedom,0,0,0,0,1,0,0,0,0,0
want,0,0,0,0,1,0,0,0,0,0
heady,1,0,0,0,0,0,0,0,0,0
bend,0,0,0,0,0,0,0,0,1,0
wish,0,0,0,0,1,0,0,0,0,0
emphasize,0,0,0,0,0,0,0,0,2,0
surpass,0,0,0,0,0,0,0,0,1,0
inferiority,0,0,0,0,1,0,0,0,0,0
exploitation,0,0,0,0,1,0,0,0,0,0
platonist,1,0,0,0,0,0,0,0,0,0
mysticism,0,0,0,0,1,0,0,0,0,0
rhapsodize,0,0,0,0,0,0,0,0,1,0
florentine,1,0,0,0,0,0,0,0,0,0
translator,0,0,0,0,1,0,0,0,0,0
idolatry,0,0,0,0,1,0,0,0,0,0
young,2,0,0,0,0,0,0,0,0,0
polish,1,0,0,0,0,0,0,0,0,0
student,0,0,0,0,3,0,0,0,0,0
visit,0,0,0,0,0,0,0,0,1,0
pose,0,0,0,0,0,0,0,0,2,0
blessing,0,0,0,0,1,0,0,0,0,0
formally,0,0,1,0,0,0,0,0,0,0
canon,0,0,0,0,2,0,0,0,0,0
modernize,0,0,0,0,0,0,0,0,1,0
apparatus,0,0,0,0,2,0,0,0,0,0
festival,0,0,0,0,1,0,0,0,0,0
lie,0,0,0,0,0,0,0,0,1,0
deathbed,0,0,0,0,1,0,0,0,0,0
finish,0,0,0,0,0,0,0,0,1,0
read,0,0,0,0,0,0,0,0,2,0
publish,0,0,0,0,0,0,0,0,7,0
