word,ADJ,ADP,ADV,CCONJ,NOUN,NUM,PRON,SCONJ,VERB,X
hour,0,0,0,0,1,0,0,0,0,0
visit,0,0,0,0,1,0,0,0,0,0
dead,1,0,0,0,0,0,0,0,0,0
trap,0,0,0,0,1,0,0,0,0,0
detail,0,0,0,0,2,0,0,0,0,0
observe,0,0,0,0,0,0,0,0,1,0
copy,0,0,0,0,2,0,0,0,0,0
recommendation,0,0,0,0,2,0,0,0,0,0
action,0,0,0,0,3,0,0,0,0,0
consider,0,0,0,0,0,0,0,0,2,0
immediately,0,0,3,0,0,0,0,0,0,0
examine,0,0,0,0,0,0,0,0,2,0
analysis,0,0,0,0,3,0,0,0,0,0
prohibit,0,0,0,0,0,0,0,0,1,0
newspaper,0,0,0,0,2,0,0,0,0,0
radio,0,0,0,0,2,0,0,0,0,0
television,0,0,0,0,2,0,0,0,0,0
warn,0,0,0,0,0,0,0,0,3,0
undertake,0,0,0,0,0,0,0,0,1,0
discover,0,0,0,0,0,0,0,0,1,0
fine,0,0,0,0,0,0,0,0,1,0
prosecute,0,0,0,0,0,0,0,0,1,0
hamburger,0,0,0,0,1,0,0,0,0,0
swift,1,0,0,0,0,0,0,0,0,0
collect,0,0,0,0,0,0,0,0,1,0
factor,0,0,0,0,1,0,0,0,0,0
item,0,0,0,0,2,0,0,0,0,0
date,0,0,0,0,1,0,0,0,0,0
content,0,0,0,0,1,0,0,0,0,0
indicate,0,0,0,0,0,0,0,0,2,0
durability,0,0,0,0,1,0,0,0,0,0
untrue,1,0,0,0,0,0,0,0,0,0
mislead,0,0,0,0,0,0,0,0,1,0
deal,0,0,0,0,0,0,0,0,1,0
evolve,0,0,0,0,0,0,0,0,1,0
share,0,0,0,0,0,0,0,0,1,0
publish,0,0,0,0,0,0,0,0,1,0
international,1,0,0,0,0,0,0,0,0,0
communication,0,0,0,0,1,0,0,0,0,0
chicken,0,0,0,0,2,0,0,0,0,0
belgian,2,0,0,0,0,0,0,0,0,0
sufficient,1,0,0,0,0,0,0,0,0,0
antiquated,1,0,0,0,0,0,0,0,0,0
incapable,1,0,0,0,0,0,0,0,0,0
distribute,0,0,0,0,0,0,0,0,2,0
commissioner,0,0,0,0,1,0,0,0,0,0
address,0,0,0,0,0,0,0,0,1,0
entire,1,0,0,0,0,0,0,0,0,0
efficient,1,0,0,0,0,0,0,0,0,0
tool,0,0,0,0,1,0,0,0,0,0
scare,0,0,0,0,1,0,0,0,0,0
profile,0,0,0,0,1,0,0,0,0,0
medium,0,0,0,0,1,0,0,0,0,0
subject,0,0,0,0,1,0,0,0,0,0
far,0,0,1,0,0,0,0,0,0,0
headline,0,0,0,0,1,0,0,0,0,0
planet,0,0,0,0,1,0,0,0,0,0
demand,0,0,0,0,3,0,0,0,0,0
put,0,0,0,0,0,0,0,0,1,0
pressure,0,0,0,0,1,0,0,0,0,0
economy,0,0,0,0,1,0,0,0,0,0
diet,0,0,0,0,3,0,0,0,0,0
convert,0,0,0,0,0,0,0,0,1,0
efficiently,0,0,1,0,0,0,0,0,0,0
fifth,0,0,0,0,1,0,0,0,0,0
ultimately,0,0,1,0,0,0,0,0,0,0
wait,0,0,0,0,0,0,0,0,1,0
aid,0,0,0,0,2,0,0,0,0,0
distribution,0,0,0,0,2,0,0,0,0,0
region,0,0,0,0,1,0,0,0,0,0
devastating,1,0,0,0,0,0,0,0,0,0
face,0,0,0,0,0,0,0,0,1,0
starvation,0,0,0,0,1,0,0,0,0,0
dependence,0,0,0,0,1,0,0,0,0,0
donate,0,0,0,0,0,0,0,0,1,0
steadily,0,0,1,0,0,0,0,0,0,0
indication,0,0,0,0,1,0,0,0,0,0
trend,0,0,0,0,2,0,0,0,0,0
revert,0,0,0,0,0,0,0,0,1,0
remedy,0,0,0,0,1,0,0,0,0,0
replacement,0,0,0,0,1,0,0,0,0,0
supporter,0,0,0,0,1,0,0,0,0,0
movement,0,0,0,0,1,0,0,0,0,0
heritage,0,0,0,0,1,0,0,0,0,0
diversity,0,0,0,0,1,0,0,0,0,0
cultivation,0,0,0,0,1,0,0,0,0,0
unsuitable,1,0,0,0,0,0,0,0,0,0
expansion,0,0,0,0,1,0,0,0,0,0
solution,0,0,0,0,3,0,0,0,0,0
picture,0,0,0,0,1,0,0,0,0,0
freight,0,0,0,0,0,0,0,0,1,0
carbon,0,0,0,0,1,0,0,0,0,0
emission,0,0,0,0,1,0,0,0,0,0
aeroplane,0,0,0,0,1,0,0,0,0,0
locally,0,0,1,0,0,0,0,0,0,0
few,1,0,0,0,0,0,0,0,0,0
mile,0,0,0,0,1,0,0,0,0,0
travel,0,0,0,0,0,0,0,0,1,0
cargo,0,0,0,0,1,0,0,0,0,0
preparation,0,0,0,0,1,0,0,0,0,0
continually,0,0,1,0,0,0,0,0,0,0
search,0,0,0,0,0,0,0,0,1,0
soon,0,0,1,0,0,0,0,0,0,0
immunodeficiency,0,0,0,0,1,0,0,0,0,0
hepatitis,0,0,0,0,1,0,0,0,0,0
stimulate,0,0,0,0,0,0,0,0,1,0
immune,1,0,0,0,0,0,0,0,0,0
response,0,0,0,0,1,0,0,0,0,0
oral,1,0,0,0,0,0,0,0,0,0
protection,0,0,0,0,1,0,0,0,0,0
medicine,0,0,0,0,3,0,0,0,0,0
accurate,1,0,0,0,0,0,0,0,0,0
dosage,0,0,0,0,1,0,0,0,0,0
measurement,0,0,0,0,1,0,0,0,0,0
tablet,0,0,0,0,1,0,0,0,0,0
capsule,0,0,0,0,1,0,0,0,0,0
ripe,3,0,0,0,0,0,0,0,0,0
sticker,0,0,0,0,2,0,0,0,0,0
ethylene,0,0,0,0,1,0,0,0,0,0
ripen,0,0,0,0,0,0,0,0,1,0
easy,1,0,0,0,0,0,0,0,0,0
squeeze,0,0,0,0,0,0,0,0,1,0
forum,0,0,0,0,1,0,0,0,0,0
sight,0,0,0,0,1,0,0,0,0,0
goal,0,0,0,0,1,0,0,0,0,0
condemn,0,0,0,0,0,0,0,0,1,0
prolong,0,0,0,0,0,0,0,0,1,0
misery,0,0,0,0,1,0,0,0,0,0
malnutrition,0,0,0,0,1,0,0,0,0,0
unwise,1,0,0,0,0,0,0,0,0,0
unethical,1,0,0,0,0,0,0,0,0,0
inaction,0,0,0,0,1,0,0,0,0,0
ignore,0,0,0,0,0,0,0,0,1,0
director,0,0,0,0,1,0,0,0,0,0
general,0,0,0,0,1,0,0,0,0,0
scandal,0,0,0,0,1,0,0,0,0,0
taint,0,0,0,0,0,0,0,0,1,0
impression,0,0,0,0,1,0,0,0,0,0
mind,0,0,0,0,1,0,0,0,0,0
politician,0,0,0,0,1,0,0,0,0,0
trust,0,0,0,0,0,0,0,0,1,0
conference,0,0,0,0,1,0,0,0,0,0
nanotechnology,0,0,0,0,4,0,0,0,0,0
relatively,0,0,1,0,0,0,0,0,0,0
exciting,1,0,0,0,0,0,0,0,0,0
branch,0,0,0,0,1,0,0,0,0,0
counterintuitive,1,0,0,0,0,0,0,0,0,0
law,0,0,0,0,1,0,0,0,0,0
quantum,1,0,0,0,0,0,0,0,0,0
mechanic,0,0,0,0,1,0,0,0,0,0
undergo,0,0,0,0,0,0,0,0,1,0
nano,0,0,1,0,2,0,0,0,0,0
coat,0,0,0,0,0,0,0,0,2,0
sense,0,0,0,0,0,0,0,0,1,0
biochemical,1,0,0,0,0,0,0,0,0,0
coating,0,0,0,0,1,0,0,0,0,0
nanoparticle,0,0,0,0,2,0,0,0,0,0
pot,0,0,0,0,1,0,0,0,0,0
conduction,0,0,0,0,1,0,0,0,0,0
embed,0,0,0,0,0,0,0,0,1,0
agriculture,0,0,0,0,1,0,0,0,0,0
nanosensor,0,0,0,0,1,0,0,0,0,0
automatically,0,0,1,0,0,0,0,0,0,0
locate,0,0,0,0,0,0,0,0,1,0
finding,0,0,0,0,1,0,0,0,0,0
stable,1,0,0,0,0,0,0,0,0,0
absorb,0,0,0,0,0,0,0,0,1,0
exist,0,0,0,0,0,0,0,0,1,0
