word,ADJ,ADP,ADV,DET,INTJ,NOUN,NUM,SCONJ,VERB,X
voluntary,1,0,0,0,0,0,0,0,0,0
alleviate,0,0,0,0,0,0,0,0,1,0
peacetime,0,0,0,0,0,1,0,0,0,0
agreement,0,0,0,0,0,2,0,0,0,0
specify,0,0,0,0,0,0,0,0,1,0
capture,0,0,0,0,0,1,0,0,0,0
establishment,0,0,0,0,0,2,0,0,0,0
personnel,0,0,0,0,0,1,0,0,0,0
impartial,1,0,0,0,0,0,0,0,0,0
reception,0,0,0,0,0,1,0,0,0,0
combatant,0,0,0,0,0,1,0,0,0,0
protection,0,0,0,0,0,2,0,0,0,0
civilian,0,0,0,0,0,1,0,0,0,0
means,0,0,0,0,0,2,0,0,0,0
person,0,0,0,0,0,3,0,0,0,0
equipment,0,0,0,0,0,1,0,0,0,0
have,0,0,0,0,0,0,0,0,3,0
bankrupt,1,0,0,0,0,0,0,0,0,0
neglect,0,0,0,0,0,0,0,0,2,0
affair,0,0,0,0,0,1,0,0,0,0
poverty,0,0,0,0,0,1,0,0,0,0
promote,0,0,0,0,0,0,0,0,3,0
prisoner,0,0,0,0,0,1,0,0,0,0
abolition,0,0,0,0,0,1,0,0,0,0
slavery,0,0,0,0,0,1,0,0,0,0
arbitration,0,0,0,0,0,1,0,0,0,0
disarmament,0,0,0,0,0,1,0,0,0,0
jewish,3,0,0,0,0,0,0,0,0,0
homeland,0,0,0,0,0,1,0,0,0,0
country,0,0,0,0,0,6,0,0,0,0
bacteriology,0,0,0,0,0,4,0,0,0,0
mining,0,0,0,0,0,1,0,0,0,0
town,0,0,0,0,0,1,0,0,0,0
collection,0,0,0,0,0,1,0,0,0,0
explorer,0,0,0,0,0,1,0,0,0,0
hope,0,0,0,0,0,0,0,0,1,0
expedition,0,0,0,0,0,1,0,0,0,0
bit,0,0,0,0,0,1,0,0,0,0
glass,0,0,0,0,0,1,0,0,0,0
birthday,0,0,0,0,0,1,0,0,0,0
warm,1,0,0,0,0,0,0,0,0,0
blooded,1,0,0,0,0,0,0,0,0,0
infect,0,0,0,0,0,0,0,0,1,0
definite,1,0,0,0,0,0,0,0,0,0
proof,0,0,0,0,0,1,0,0,0,0
particular,2,0,0,0,0,0,0,0,0,0
isolate,0,0,0,0,0,0,0,0,3,0
tubercle,0,0,0,0,0,1,0,0,0,0
bacillus,0,0,0,0,0,3,0,0,0,0
bacterium,0,0,0,0,0,1,0,0,0,0
tuberculosis,0,0,0,0,0,4,0,0,0,0
commission,0,0,0,0,0,1,0,0,1,0
announce,0,0,0,0,0,0,0,0,6,0
acclaim,0,0,0,0,0,1,0,0,1,0
dollar,0,0,0,0,0,1,0,0,0,0
institute,0,0,0,0,0,2,0,0,0,0
tuberculin,0,0,0,0,0,1,0,0,0,0
substance,0,0,0,0,0,3,0,0,0,0
wrongly,0,0,1,0,0,0,0,0,0,0
detect,0,0,0,0,0,0,0,0,1,0
tropical,3,0,0,0,0,0,0,0,0,0
award,0,0,0,0,0,1,0,0,6,0
pathologist,0,0,0,0,0,2,0,0,0,0
parasitologist,0,0,0,0,0,1,0,0,0,0
parasite,0,0,0,0,0,1,0,0,0,0
malaria,0,0,0,0,0,5,0,0,0,0
protozoal,2,0,0,0,0,0,0,0,0,0
faculty,0,0,0,0,0,3,0,0,0,0
franco,1,0,0,0,0,0,0,0,0,0
join,0,0,0,0,0,0,0,0,8,0
course,0,0,0,0,0,2,0,0,0,0
autopsy,0,0,0,0,0,1,0,0,0,0
victim,0,0,0,0,0,4,0,0,0,0
causative,2,0,0,0,0,0,0,0,0,0
malariae,0,0,0,0,0,1,0,0,0,0
rename,0,0,0,0,0,0,0,0,2,0
powerful,2,0,0,0,0,0,0,0,0,0
fruitful,1,0,0,0,0,0,0,0,0,0
trypanosomiasis,0,0,0,0,0,2,0,0,0,0
leishmaniasis,0,0,0,0,0,1,0,0,0,0
landmark,0,0,0,0,0,1,0,0,0,0
extensive,1,0,0,0,0,0,0,0,0,0
des,0,4,0,0,0,0,0,0,0,0
fièvres,0,0,0,0,0,0,0,0,0,1
palustres,0,0,0,0,0,0,0,0,0,1
avec,0,1,0,0,0,0,0,0,0,0
épidémies,0,0,0,0,0,0,0,0,0,1
armées,0,0,0,0,0,0,0,0,0,1
canadian,2,0,0,0,0,0,0,0,0,0
clinician,0,0,0,0,0,1,0,0,0,0
innovator,0,0,0,0,0,1,0,0,0,0
importance,0,0,0,0,0,2,0,0,0,0
clinical,6,0,0,0,0,0,0,0,0,0
internal,1,0,0,0,0,0,0,0,0,0
anglican,1,0,0,0,0,0,0,0,0,0
mischievous,1,0,0,0,0,0,0,0,0,0
cane,0,0,0,0,0,0,0,0,1,0
schoolroom,0,0,0,0,0,1,0,0,0,0
furniture,0,0,0,0,0,1,0,0,0,0
attic,0,0,0,0,0,1,0,0,0,0
expect,0,0,0,0,0,0,0,0,1,0
interested,2,0,0,0,0,0,0,0,0,0
read,0,0,0,0,0,0,0,0,2,0
journal,0,0,0,0,0,1,0,0,0,0
mystery,0,0,0,0,0,2,0,0,0,0
church,0,0,0,0,0,1,0,0,0,0
activity,0,0,0,0,0,1,0,0,0,0
dusting,0,0,0,0,0,1,0,0,0,0
hitherto,0,0,1,0,0,0,0,0,0,0
unidentified,1,0,0,0,0,0,0,0,0,0
fact,0,0,0,0,0,1,0,0,0,0
corpuscle,0,0,0,0,0,2,0,0,0,0
platelet,0,0,0,0,0,1,0,0,0,0
thoroughly,0,0,1,0,0,0,0,0,0,0
transform,0,0,0,0,0,0,0,0,1,0
curriculum,0,0,0,0,0,1,0,0,0,0
respected,1,0,0,0,0,0,0,0,0,0
curator,0,0,0,0,0,1,0,0,0,0
highly,0,0,1,0,0,0,0,0,0,0
influential,1,0,0,0,0,0,0,0,0,0
textbook,0,0,0,0,0,1,0,0,0,0
widow,0,0,0,0,0,1,0,0,0,0
coronation,0,0,0,0,0,1,0,0,0,0
baronet,0,0,0,0,0,1,0,0,0,0
grief,0,0,0,0,0,2,0,0,0,0
loss,0,0,0,0,0,1,0,0,0,0
conquer,0,0,0,0,0,0,0,0,1,0
ravage,0,0,0,0,0,0,0,0,1,0
coastal,1,0,0,0,0,0,0,0,0,0
yearly,1,0,0,0,0,0,0,0,0,0
mosquito,0,0,0,0,0,3,0,0,0,0
coworker,0,0,0,0,0,1,0,0,0,0
community,0,0,0,0,0,2,0,0,0,0
precaution,0,0,0,0,0,1,0,0,0,0
methodist,1,0,0,0,0,0,0,0,0,0
good,1,0,0,0,0,0,0,0,0,0
tumultuous,1,0,0,0,0,0,0,0,0,0
precocious,1,0,0,0,0,0,0,0,0,0
initially,0,0,2,0,0,0,0,0,0,0
switch,0,0,0,0,0,0,0,0,1,0
program,0,0,0,0,0,2,0,0,0,0
summer,0,0,0,0,0,2,0,0,0,0
obtain,0,0,0,0,0,0,0,0,3,0
matriculate,0,0,0,0,0,0,0,0,1,0
internship,0,0,0,0,0,3,0,0,0,0
board,0,0,0,0,0,2,0,0,0,0
lieutenant,0,0,0,0,0,1,0,0,0,0
duty,0,0,0,0,0,2,0,0,0,0
follow,0,0,0,0,0,0,0,0,8,0
microscopy,0,0,0,0,0,1,0,0,0,0
spanish,3,0,0,0,0,0,0,0,0,0
committee,0,0,0,0,0,4,0,0,0,0
investigate,0,0,0,0,0,0,0,0,4,0
typhoid,0,0,0,0,0,1,0,0,0,0
rage,0,0,0,0,0,0,0,0,1,0
fly,0,0,0,0,0,1,0,0,0,0
dust,0,0,0,0,0,1,0,0,0,0
recommend,0,0,0,0,0,0,0,0,2,0
measure,0,0,0,0,0,2,0,0,0,0
combat,0,0,0,0,0,0,0,0,1,0
station,0,0,0,0,0,0,0,0,1,0
realize,0,0,0,0,0,0,0,0,1,0
press,0,0,0,0,0,0,0,0,1,0
researcher,0,0,0,0,0,5,0,0,0,0
contact,0,0,0,0,0,2,0,0,0,0
bedding,0,0,0,0,0,1,0,0,0,0
strict,1,0,0,0,0,0,0,0,0,0
cease,0,0,0,0,0,0,0,0,1,0
chronic,1,0,0,0,0,0,0,0,0,0
appendicitis,0,0,0,0,0,1,0,0,0,0
histologist,0,0,0,0,0,1,0,0,0,0
neuron,0,0,0,0,0,3,0,0,0,0
unit,0,0,0,0,0,1,0,0,0,0
instrumental,1,0,0,0,0,0,0,0,0,0
fundamental,2,0,0,0,0,0,0,0,0,0
role,0,0,0,0,0,6,0,0,0,0
understanding,0,0,0,0,0,2,0,0,0,0
impulse,0,0,0,0,0,1,0,0,0,0
descriptive,1,0,0,0,0,0,0,0,0,0
nitrate,0,0,0,0,0,1,0,0,0,0
stain,0,0,0,0,0,4,0,0,0,0
sensory,1,0,0,0,0,0,0,0,0,0
embryo,0,0,0,0,0,1,0,0,0,0
enable,0,0,0,0,0,0,0,0,1,0
differentiate,0,0,0,0,0,0,0,0,1,0
connection,0,0,0,0,0,1,0,0,0,0
gray,1,0,0,0,0,0,0,0,0,0
diagnosis,0,0,0,0,0,1,0,0,0,0
tumor,0,0,0,0,0,2,0,0,0,0
construction,0,0,0,0,0,1,0,0,0,0
sobre,0,1,0,0,0,0,0,0,0,0
degeneración,0,0,0,0,0,1,0,0,0,0
regeneración,0,0,0,0,0,1,0,0,0,0
del,0,1,0,0,0,0,0,0,0,0
sistema,0,0,0,0,0,1,0,0,0,0
nervioso,0,0,0,0,0,0,0,0,0,1
vol,0,0,0,0,0,1,0,0,0,0
japanese,2,0,0,0,0,0,0,0,0,0
bacteriologist,0,0,0,0,0,5,0,0,0,0
tetanus,0,0,0,0,0,4,0,0,0,0
diphtheria,0,0,0,0,0,3,0,0,0,0
agent,0,0,0,0,0,2,0,0,0,0
bubonic,2,0,0,0,0,0,0,0,0,0
plague,0,0,0,0,0,4,0,0,0,0
province,0,0,0,0,0,2,0,0,0,0
prefecture,0,0,0,0,0,1,0,0,0,0
mentor,0,0,0,0,0,1,0,0,0,0
dutch,1,0,0,0,0,0,0,0,0,0
bacteriological,1,0,0,0,0,0,0,0,0,0
bacterial,3,0,0,0,0,0,0,0,0,0
symptom,0,0,0,0,0,1,0,0,0,0
secretion,0,0,0,0,0,1,0,0,0,0
toxin,0,0,0,0,0,2,0,0,0,0
waste,0,0,0,0,0,1,0,0,0,0
product,0,0,0,0,0,1,0,0,0,0
pure,2,0,0,0,0,0,0,0,0,0
bacilli,0,0,0,0,0,1,0,0,0,0
susceptible,1,0,0,0,0,0,0,0,0,0
serum,0,0,0,0,0,3,0,0,0,0
antitoxin,0,0,0,0,0,1,0,0,0,0
therapy,0,0,0,0,0,1,0,0,0,0
president,0,0,0,0,0,7,0,0,0,0
incorporate,0,0,0,0,0,0,0,0,1,0
sanatorium,0,0,0,0,0,1,0,0,0,0
concurrently,0,0,1,0,0,0,0,0,0,0
organization,0,0,0,0,0,3,0,0,0,0
independently,0,0,1,0,0,0,0,0,0,0
resign,0,0,0,0,0,0,0,0,4,0
directorship,0,0,0,0,0,1,0,0,0,0
imperial,1,0,0,0,0,0,0,0,0,0
invest,0,0,0,0,0,0,0,0,1,0
baron,0,0,0,0,0,1,0,0,0,0
shoot,0,0,0,0,0,0,0,0,1,0
bullet,0,0,0,0,0,3,0,0,0,0
exclaim,0,0,0,0,0,0,0,0,1,0
spectacular,1,0,0,0,0,0,0,0,0,0
important,5,0,0,0,0,0,0,0,0,0
chain,0,0,0,0,0,2,0,0,0,0
poison,0,0,0,0,0,1,0,0,0,0
standardize,0,0,0,0,0,0,0,0,1,0
manufacture,0,0,0,0,0,2,0,0,0,0
antidiphtheria,0,0,0,0,0,1,0,0,0,0
knowledge,0,0,0,0,0,2,0,0,0,0
cancer,0,0,0,0,0,2,0,0,0,0
innkeeper,0,0,0,0,0,1,0,0,0,0
dye,0,0,0,0,0,2,0,0,0,0
deposit,0,0,0,0,0,0,0,0,1,0
ending,0,0,0,0,0,1,0,0,0,0
compound,0,0,0,0,0,2,0,0,1,0
trypan,0,0,0,0,0,2,0,0,0,0
mouse,0,0,0,0,0,1,0,0,0,0
trypanosome,0,0,0,0,0,3,0,0,0,0
pallidum,0,0,0,0,0,1,0,0,0,0
sexual,6,0,0,0,0,0,0,0,0,0
energetic,1,0,0,0,0,0,0,0,0,0
cool,1,0,0,0,0,0,0,0,0,0
precise,1,0,0,0,0,0,0,0,0,0
exact,1,0,0,0,0,0,0,0,0,0
fail,0,0,0,0,0,0,0,0,2,0
viennese,1,0,0,0,0,0,0,0,0,0
workable,1,0,0,0,0,0,0,0,0,0
mental,1,0,0,0,0,0,0,0,0,0
disorder,0,0,0,0,0,5,0,0,0,0
dispute,0,0,0,0,0,0,0,0,1,0
psychiatric,2,0,0,0,0,0,0,0,0,0
psychoanalysis,0,0,0,0,0,2,0,0,0,0
recent,1,0,0,0,0,0,0,0,0,0
wool,0,0,0,0,0,1,0,0,0,0
merchant,0,0,0,0,0,1,0,0,0,0
youthful,1,0,0,0,0,0,0,0,0,0
resident,1,0,0,0,0,1,0,0,0,0
authority,0,0,0,0,0,5,0,0,0,0
hysteria,0,0,0,0,0,1,0,0,0,0
grandson,0,0,0,0,0,1,0,0,0,0
complication,0,0,0,0,0,3,0,0,0,0
flu,0,0,0,0,0,8,0,0,0,0
specialize,0,0,0,0,0,0,0,0,2,0
material,0,0,0,0,0,2,0,0,0,0
brilliant,1,0,0,0,0,0,0,0,0,0
play,0,0,0,0,0,0,0,0,2,0
neurosis,0,0,0,0,0,1,0,0,0,0
complex,0,0,0,0,0,1,0,0,0,0
focus,0,0,0,0,0,0,0,0,3,0
emotional,1,0,0,0,0,0,0,0,0,0
fully,0,0,1,0,0,0,0,0,0,0
interpretation,0,0,0,0,0,1,0,0,0,0
rival,1,0,0,0,0,1,0,0,0,0
notable,1,0,0,0,0,0,0,0,0,0
difference,0,0,0,0,0,1,0,0,0,0
bitter,1,0,0,0,0,0,0,0,0,0
apart,0,0,1,0,0,0,0,0,0,0
invade,0,0,0,0,0,0,0,0,1,0
burn,0,0,0,0,0,0,0,0,1,0
ban,0,0,0,0,0,0,0,0,1,0
get,0,0,0,0,0,0,0,0,1,0
jaw,0,0,0,0,0,1,0,0,0,0
palate,0,0,0,0,0,1,0,0,0,0
psychologist,0,0,0,0,0,1,0,0,0,0
follower,0,0,0,0,0,2,0,0,0,0
disagree,0,0,0,0,0,0,0,0,1,0
analytical,1,0,0,0,0,0,0,0,0,0
aside,0,0,1,0,0,0,0,0,0,0
psychiatry,0,0,0,0,0,3,0,0,0,0
devotee,0,0,0,0,0,1,0,0,0,0
psychoanalytical,2,0,0,0,0,0,0,0,0,0
dominate,0,0,0,0,0,0,0,0,1,0
reject,0,0,0,0,0,0,0,0,1,0
idea,0,0,0,0,0,1,0,0,0,0
infancy,0,0,0,0,0,1,0,0,0,0
neurotic,1,0,0,0,0,0,0,0,0,0
behavior,0,0,0,0,0,1,0,0,0,0
adult,0,0,0,0,0,3,0,0,0,0
overemphasize,0,0,0,0,0,0,0,0,1,0
drive,0,0,0,0,0,2,0,0,0,0
libido,0,0,0,0,0,1,0,0,0,0
argue,0,0,0,0,0,0,0,0,2,0
analysis,0,0,0,0,0,2,0,0,0,0
current,1,0,0,0,0,0,0,0,0,0
classification,0,0,0,0,0,1,0,0,0,0
unconscious,1,0,0,0,0,0,0,0,0,0
inherit,0,0,0,0,0,0,0,0,2,0
collective,1,0,0,0,0,0,0,0,0,0
element,0,0,0,0,0,2,0,0,0,0
statement,0,0,0,0,0,1,0,0,0,0
semi,1,0,0,0,0,0,0,0,0,0
autobiographical,2,0,0,0,0,0,0,0,0,0
pioneering,2,0,0,0,0,0,0,0,0,0
lymphatic,3,0,0,0,0,0,0,0,0,0
popular,1,0,0,0,0,0,0,0,0,0
abandon,0,0,0,0,0,0,0,0,1,0
policy,0,0,0,0,0,1,0,0,0,0
female,1,0,0,0,0,0,0,0,0,0
demonstration,0,0,0,0,0,1,0,0,0,0
layer,0,0,0,0,0,1,0,0,0,0
fetal,1,0,0,0,0,0,0,0,0,0
prevail,0,0,0,0,0,0,0,0,1,0
intercellular,1,0,0,0,0,0,0,0,0,0
space,0,0,0,0,0,1,0,0,0,0
rank,0,0,0,0,0,1,0,0,0,0
numerous,1,0,0,0,0,0,0,0,0,0
origin,0,0,0,0,0,1,0,0,0,0
invitation,0,0,0,0,0,1,0,0,0,0
retire,0,0,0,0,0,0,0,0,4,0
governor,0,0,0,0,0,1,0,0,0,0
planning,0,0,0,0,0,2,0,0,0,0
postwar,1,0,0,0,0,0,0,0,0,0
plan,0,0,0,0,0,2,0,0,1,0
lobby,0,0,0,0,0,0,0,0,1,0
reorganization,0,0,0,0,0,1,0,0,0,0
department,0,0,0,0,0,2,0,0,0,0
poisoning,0,0,0,0,0,1,0,0,0,0
fatal,3,0,0,0,0,0,0,0,0,0
miracle,0,0,0,0,0,1,0,0,0,0
brother,0,0,0,0,0,1,0,0,0,0
clerk,0,0,0,0,0,1,0,0,0,0
shipping,0,0,0,0,0,1,0,0,0,0
company,0,0,0,0,0,2,0,0,0,0
scholarship,0,0,0,0,0,1,0,0,0,0
academic,1,0,0,0,0,0,0,0,0,0
offer,0,0,0,0,0,0,0,0,1,0
captain,0,0,0,0,0,1,0,0,0,0
deeply,0,0,1,0,0,0,0,0,0,0
impress,0,0,0,0,0,0,0,0,1,0
modest,1,0,0,0,0,0,0,0,0,0
fortune,0,0,0,0,0,2,0,0,0,0
combine,0,0,0,0,0,0,0,0,2,0
gift,0,0,0,0,0,1,0,0,0,0
examination,0,0,0,0,0,1,0,0,0,0
remove,0,0,0,0,0,0,0,0,4,0
plate,0,0,0,0,0,1,0,0,0,0
mold,0,0,0,0,0,5,0,0,0,0
gifted,1,0,0,0,0,0,0,0,0,0
throw,0,0,0,0,0,0,0,0,1,0
away,0,0,1,0,0,0,0,0,0,0
accidentally,0,0,1,0,0,0,0,0,0,0
contaminate,0,0,0,0,0,0,0,0,1,0
area,0,0,0,0,0,1,0,0,0,0
surround,0,0,0,0,0,0,0,0,1,0
disappear,0,0,0,0,0,0,0,0,1,0
keep,0,0,0,0,0,0,0,0,4,0
strain,0,0,0,0,0,1,0,0,0,0
alive,1,0,0,0,0,0,0,0,0,0
lowly,1,0,0,0,0,0,0,0,0,0
soil,0,0,0,0,0,1,0,0,0,0
killer,0,0,0,0,0,1,0,0,0,0
injure,0,0,0,0,0,0,0,0,4,0
unable,1,0,0,0,0,0,0,0,0,0
concentrated,1,0,0,0,0,0,0,0,0,0
team,0,0,0,0,0,4,0,0,0,0
remember,0,0,0,0,0,0,0,0,1,0
interfere,0,0,0,0,0,0,0,0,1,0
scale,0,0,0,0,0,1,0,0,0,0
mass,1,0,0,0,0,1,0,0,0,0
production,0,0,0,0,0,1,0,0,0,0
purification,0,0,0,0,0,1,0,0,0,0
stabilization,0,0,0,0,0,1,0,0,0,0
cooperation,0,0,0,0,0,2,0,0,0,0
knight,0,0,0,0,0,0,0,0,2,0
lysozyme,0,0,0,0,0,1,0,0,0,0
antibacterial,1,0,0,0,0,0,0,0,0,0
tear,0,0,0,0,0,1,0,0,0,0
saliva,0,0,0,0,0,1,0,0,0,0
firsthand,0,0,2,0,0,0,0,0,0,0
uncontrolled,1,0,0,0,0,0,0,0,0,0
fertility,0,0,0,0,0,1,0,0,0,0
self,0,0,0,0,0,1,0,0,0,0
induce,0,0,0,0,0,0,0,0,1,0
abortion,0,0,0,0,0,1,0,0,0,0
infant,0,0,0,0,0,1,0,0,0,0
maternal,1,0,0,0,0,0,0,0,0,0
mortality,0,0,0,0,0,1,0,0,0,0
divorce,0,0,0,0,0,0,0,0,1,0
remarry,0,0,0,0,0,0,0,0,1,0
indict,0,0,0,0,0,0,0,0,1,0
periodical,0,0,0,0,0,1,0,0,0,0
advocate,0,0,0,0,0,0,0,0,1,0
federal,2,0,0,0,0,0,0,0,0,0
classify,0,0,0,0,0,0,0,0,1,0
obscene,1,0,0,0,0,0,0,0,0,0
dismiss,0,0,0,0,0,0,0,0,1,0
nuisance,0,0,0,0,0,1,0,0,0,0
harassment,0,0,0,0,0,1,0,0,0,0
groundbreaking,1,0,0,0,0,0,0,0,0,0
diabetes,0,0,0,0,0,2,0,0,0,0
insulin,0,0,0,0,0,3,0,0,0,0
evening,0,0,0,0,0,1,0,0,0,0
pancreas,0,0,0,0,0,5,0,0,0,0
disturbance,0,0,0,0,0,1,0,0,0,0
hormone,0,0,0,0,0,3,0,0,0,0
secrete,0,0,0,0,0,0,0,0,2,0
bloodstream,0,0,0,0,0,1,0,0,0,0
cluster,0,0,0,0,0,1,0,0,0,0
digestive,3,0,0,0,0,0,0,0,0,0
juice,0,0,0,0,0,3,0,0,0,0
diabetic,2,0,0,0,0,0,0,0,0,0
pancreatic,4,0,0,0,0,0,0,0,0,0
duct,0,0,0,0,0,3,0,0,0,0
tie,0,0,0,0,0,0,0,0,3,0
shrivel,0,0,0,0,0,0,0,0,1,0
wait,0,0,0,0,0,0,0,0,1,0
week,0,0,0,0,0,3,0,0,0,0
degeneration,0,0,0,0,0,1,0,0,0,0
residue,0,0,0,0,0,1,0,0,0,0
measurement,0,0,0,0,0,1,0,0,0,0
gland,0,0,0,0,0,2,0,0,0,0
sink,0,0,0,0,0,0,0,0,1,0
coma,0,0,0,0,0,1,0,0,0,0
hour,0,0,0,0,0,1,0,0,0,0
quantity,0,0,0,0,0,2,0,0,0,0
slaughter,0,0,0,0,0,0,0,0,1,0
islet,0,0,0,0,0,1,0,0,0,0
divide,0,0,0,0,0,0,0,0,1,0
feel,0,0,0,0,0,0,0,0,1,0
half,0,0,0,1,0,1,0,0,0,0
dedication,0,0,0,0,0,1,0,0,0,0
airplane,0,0,0,0,0,1,0,0,0,0
crash,0,0,0,0,0,1,0,0,0,0
geneticist,0,0,0,0,0,5,0,0,0,0
chromosome,0,0,0,0,0,2,0,0,0,0
neighbor,0,0,0,0,0,0,0,0,2,0
recombine,0,0,0,0,0,0,0,0,1,0
genetic,9,0,0,0,0,2,0,0,0,0
combination,0,0,0,0,0,1,0,0,0,0
cross,0,0,0,0,0,0,0,0,1,0
radical,1,0,0,0,0,0,0,0,0,0
doctrine,0,0,0,0,0,1,0,0,0,0
corn,0,0,0,0,0,2,0,0,0,0
maize,0,0,0,0,0,1,0,0,0,0
movable,1,0,0,0,0,0,0,0,0,0
transposon,0,0,0,0,0,1,0,0,0,0
acknowledge,0,0,0,0,0,0,0,0,2,0
complicated,1,0,0,0,0,0,0,0,0,0
pattern,0,0,0,0,0,1,0,0,0,0
inheritance,0,0,0,0,0,1,0,0,0,0
unshared,1,0,0,0,0,0,0,0,0,0
prize,0,0,0,0,0,1,0,0,0,0
category,0,0,0,0,0,1,0,0,0,0
rear,0,0,0,0,0,0,0,0,1,0
botany,0,0,0,0,0,1,0,0,0,0
association,0,0,0,0,0,1,0,0,0,0
isolation,0,0,0,0,0,1,0,0,0,0
garner,0,0,0,0,0,0,0,0,1,0
african,3,0,0,0,0,0,0,0,0,0
preservation,0,0,0,0,0,2,0,0,0,0
transfusion,0,0,0,0,0,1,0,0,0,0
plasma,0,0,0,0,0,4,0,0,0,0
efficient,1,0,0,0,0,0,0,0,0,0
store,0,0,0,0,0,0,0,0,2,0
bank,0,0,0,0,0,1,0,0,0,0
direct,0,0,0,0,0,0,0,0,1,0
agitate,0,0,0,0,0,0,0,0,1,0
exclude,0,0,0,0,0,0,0,0,1,0
network,0,0,0,0,0,1,0,0,0,0
official,2,0,0,0,0,0,0,0,0,0
armed,1,0,0,0,0,0,0,0,0,0
rule,0,0,0,0,0,0,0,0,1,0
separately,0,0,1,0,0,0,0,0,0,0
white,0,0,0,0,0,1,0,0,0,0
fatally,0,0,2,0,0,0,0,0,0,0
automobile,0,0,0,0,0,1,0,0,0,0
accident,0,0,0,0,0,3,0,0,0,0
microbiologist,0,0,0,0,0,1,0,0,0,0
tower,0,0,0,0,0,0,0,0,1,0
oral,1,0,0,0,0,0,0,0,0,0
vaccine,0,0,0,0,0,13,0,0,0,0
poliomyelitis,0,0,0,0,0,1,0,0,0,0
administer,0,0,0,0,0,0,0,0,2,0
dispense,0,0,0,0,0,0,0,0,1,0
cube,0,0,0,0,0,1,0,0,0,0
liquid,0,0,0,0,0,1,0,0,0,0
easy,1,0,0,0,0,0,0,0,0,0
credit,0,0,0,0,0,0,0,0,1,0
eradicate,0,0,0,0,0,0,0,0,2,0
crippling,1,0,0,0,0,0,0,0,0,0
peak,0,0,0,0,0,1,0,0,0,0
paralyze,0,0,0,0,0,0,0,0,2,0
cousin,0,0,0,0,0,1,0,0,0,0
poliovirus,0,0,0,0,0,1,0,0,0,0
pediatric,0,0,0,0,0,2,0,0,0,0
division,0,0,0,0,0,1,0,0,0,0
interrupt,0,0,0,0,0,0,0,0,1,0
sandfly,0,0,0,0,0,1,0,0,0,0
dengue,0,0,0,0,0,1,0,0,0,0
encephalitis,0,0,0,0,0,2,0,0,0,0
distinguished,2,0,0,0,0,0,0,0,0,0
emeritus,0,0,0,0,0,1,0,0,0,0
polyneuritis,0,0,0,0,0,1,0,0,0,0
inflammation,0,0,0,0,0,1,0,0,0,0
measles,0,0,0,0,0,1,0,0,0,0
recipient,0,0,0,0,0,1,0,0,0,0
dreaded,1,0,0,0,0,0,0,0,0,0
immunology,0,0,0,0,0,1,0,0,0,0
influenza,0,0,0,0,0,1,0,0,0,0
perfect,0,0,0,0,0,0,0,0,1,0
effective,1,0,0,0,0,0,0,0,0,0
vaccinate,0,0,0,0,0,0,0,0,1,0
release,0,0,0,0,0,0,0,0,1,0
biochemist,0,0,0,0,0,1,0,0,0,0
determination,0,0,0,0,0,2,0,0,0,0
molecular,2,0,0,0,0,0,0,0,0,0
deoxyribonucleic,2,0,0,0,0,0,0,0,0,0
dna,0,0,0,0,0,5,0,0,0,0
accomplishment,0,0,0,0,0,1,0,0,0,0
magnetic,1,0,0,0,0,0,0,0,0,0
mine,0,0,0,0,0,1,0,0,0,0
naval,1,0,0,0,0,0,0,0,0,0
nucleic,1,0,0,0,0,0,0,0,0,0
hereditary,2,0,0,0,0,0,0,0,0,0
dimensional,1,0,0,0,0,0,0,0,0,0
apparent,1,0,0,0,0,0,0,0,0,0
ray,0,0,0,0,0,2,0,0,0,0
diffraction,0,0,0,0,0,2,0,0,0,0
construct,0,0,0,0,0,0,0,0,1,0
model,0,0,0,0,0,2,0,0,0,0
consistent,1,0,0,0,0,0,0,0,0,0
physical,1,0,0,0,0,0,0,0,0,0
consist,0,0,0,0,0,0,0,0,1,0
helical,1,0,0,0,0,0,0,0,0,0
spiral,1,0,0,0,0,0,0,0,0,0
strand,0,0,0,0,0,2,0,0,0,0
phosphate,0,0,0,0,0,1,0,0,0,0
bridge,0,0,0,0,0,0,0,0,1,0
horizontally,0,0,1,0,0,0,0,0,0,0
flat,1,0,0,0,0,0,0,0,0,0
organic,1,0,0,0,0,0,0,0,0,0
basis,0,0,0,0,0,2,0,0,0,0
codon,0,0,0,0,0,2,0,0,0,0
single,1,0,0,0,0,0,0,0,0,0
designate,0,0,0,0,0,0,0,0,1,0
amino,0,0,0,0,0,2,0,0,0,0
backbone,0,0,0,0,0,1,0,0,0,0
protein,0,0,0,0,0,3,0,0,0,0
molecule,0,0,0,0,0,1,0,0,0,0
code,0,0,0,0,0,0,0,0,1,0
normally,0,0,1,0,0,0,0,0,0,0
clarify,0,0,0,0,0,0,0,0,1,0
build,0,0,0,0,0,0,0,0,1,0
mad,1,0,0,0,0,0,0,0,0,0
hypothesis,0,0,0,0,0,1,0,0,0,0
south,2,0,0,0,0,0,0,0,0,0
transplant,0,0,0,0,0,5,0,0,0,0
forever,0,0,1,0,0,0,0,0,0,0
change,0,0,0,0,0,0,0,0,2,0
profoundly,0,0,1,0,0,0,0,0,0,0
alter,0,0,0,0,0,0,0,0,1,0
cardiac,2,0,0,0,0,0,0,0,0,0
