word,ADJ,ADP,ADV,CCONJ,DET,INTJ,NOUN,NUM,PUNCT,SCONJ,VERB,X
sac,0,0,0,0,0,0,9,0,0,0,0,0
otolith,0,0,0,0,0,0,2,0,0,0,0,0
sideways,1,0,0,0,0,0,0,0,0,0,0,0
respond,0,0,0,0,0,0,0,0,0,0,22,0
gravitational,3,0,0,0,0,0,0,0,0,0,0,0
single,18,0,0,0,0,0,0,0,0,0,0,0
patch,0,0,0,0,0,0,5,0,0,0,0,0
macula,0,0,0,0,0,0,15,0,0,0,0,0
monitor,0,0,0,0,0,0,0,0,0,0,1,0
position,0,0,0,0,0,0,23,0,0,0,1,0
relative,3,0,0,0,0,0,1,0,0,0,0,0
vertical,4,0,0,0,0,0,0,0,0,0,0,0
primarily,0,0,7,0,0,0,0,0,0,0,0,0
horizontal,13,0,0,0,0,0,0,0,0,0,0,0
plane,0,0,0,0,0,0,12,0,0,0,0,0
overlie,0,0,0,0,0,0,0,0,0,0,1,0
elongated,2,0,0,0,0,0,0,0,0,0,0,0
letter,0,0,0,0,0,0,2,0,0,0,0,0
neuroepithelium,0,0,0,0,0,0,3,0,0,0,0,0
support,0,0,0,0,0,0,3,0,0,0,11,0
basement,0,0,0,0,0,0,2,0,0,0,0,0
underlie,0,0,0,0,0,0,0,0,0,0,10,0
connective,5,0,0,0,0,0,0,0,0,0,0,0
cilia,0,0,0,0,0,0,5,0,0,0,0,0
stiff,4,0,0,0,0,0,0,0,0,0,0,0
stereocilia,0,0,0,0,0,0,23,0,0,0,0,0
flexible,5,0,0,0,0,0,0,0,0,0,0,0
moveable,1,0,0,0,0,0,0,0,0,0,0,0
kinocilia,0,0,0,0,0,0,1,0,0,0,0,0
division,0,0,0,0,0,0,3,0,0,0,0,0
pierce,0,0,0,0,0,0,0,0,0,0,2,0
calyx,0,0,0,0,0,0,2,0,0,0,0,0
cuplike,1,0,0,0,0,0,0,0,0,0,0,0
left,7,0,2,0,0,0,1,0,0,0,0,0
crista,0,0,0,0,0,0,10,0,0,0,0,0
top,0,0,0,0,0,0,1,0,0,0,1,0
bundle,0,0,0,0,0,0,14,0,0,0,0,0
nonmotile,1,0,0,0,0,0,0,0,0,0,0,0
nonmoveable,1,0,0,0,0,0,0,0,0,0,0,0
grade,0,0,0,0,0,0,0,0,0,0,3,0
motile,2,0,0,0,0,0,0,0,0,0,0,0
kinocilium,0,0,0,0,0,0,10,0,0,0,0,0
cuticular,4,0,0,0,0,0,0,0,0,0,0,0
large,29,0,0,0,0,0,0,0,0,0,0,0
noncuticular,1,0,0,0,0,0,0,0,0,0,0,0
tall,2,0,0,0,0,0,0,0,0,0,0,0
decrease,0,0,0,0,0,0,3,0,0,0,12,0
stepwise,1,0,0,0,0,0,0,0,0,0,0,0
fashion,0,0,0,0,0,0,4,0,0,0,0,0
strand,0,0,0,0,0,0,1,0,0,0,0,0
filament,0,0,0,0,0,0,3,0,0,0,0,0
shaft,0,0,0,0,0,0,1,0,0,0,0,0
neighbour,0,0,0,0,0,0,0,0,0,0,1,0
deflect,0,0,0,0,0,0,0,0,0,0,5,0
tilt,0,0,0,0,0,0,3,0,0,0,1,0
rate,0,0,0,0,0,0,13,0,0,0,0,0
constantly,0,0,2,0,0,0,0,0,0,0,0,0
send,0,0,0,0,0,0,0,0,0,0,11,0
delicate,3,0,0,0,0,0,0,0,0,0,0,0
otolithic,4,0,0,0,0,0,0,0,0,0,0,0
statolithic,1,0,0,0,0,0,0,0,0,0,0,0
gelatinous,3,0,0,0,0,0,0,0,0,0,0,0
pattern,0,0,0,0,0,0,19,0,0,0,0,0
blanket,0,0,0,0,0,0,2,0,0,0,0,0
crystal,0,0,0,0,0,0,4,0,0,0,0,0
rhombohedral,1,0,0,0,0,0,0,0,0,0,0,0
otoconia,0,0,0,0,0,0,3,0,0,0,0,0
statoconia,0,0,0,0,0,0,1,0,0,0,0,0
calcium,0,0,0,0,0,0,3,0,0,0,0,0
carbonate,0,0,0,0,0,0,2,0,0,0,0,0
calcite,0,0,0,0,0,0,2,0,0,0,0,0
crystalline,1,0,0,0,0,0,0,0,0,0,0,0
particle,0,0,0,0,0,0,8,0,0,0,0,0
range,0,0,0,0,0,0,19,0,0,0,4,0
micrometre,0,0,0,0,0,0,2,0,0,0,0,0
considerable,3,0,0,0,0,0,0,0,0,0,0,0
mass,0,0,0,0,0,0,8,0,0,0,0,0
rounded,3,0,0,0,0,0,0,0,0,0,0,0
cylindrical,3,0,0,0,0,0,0,0,0,0,0,0
mosaic,0,0,0,0,0,0,2,0,0,0,0,0
dominate,0,0,0,0,0,0,0,0,0,0,1,0
curvilinear,1,0,0,0,0,0,0,0,0,0,0,0
striola,0,0,0,0,0,0,1,0,0,0,0,0
periphery,0,0,0,0,0,0,1,0,0,0,0,0
significance,0,0,0,0,0,0,5,0,0,0,0,0
poorly,0,0,4,0,0,0,0,0,0,0,0,0
sensitivity,0,0,0,0,0,0,24,0,0,0,0,0
tilting,0,0,0,0,0,0,1,0,0,0,0,0
designate,0,0,0,0,0,0,0,0,0,0,2,0
accord,0,0,0,0,0,0,2,0,0,0,4,0
diagonal,1,0,0,0,0,0,0,0,0,0,0,0
intersect,0,0,0,0,0,0,0,0,0,0,1,0
expand,0,0,0,0,0,0,0,0,0,0,6,0
ampulla,0,0,0,0,0,0,11,0,0,0,0,0
opposite,14,0,0,0,0,0,0,0,0,0,0,0
nearby,1,0,2,0,0,0,0,0,0,0,0,0
aqueduct,0,0,0,0,0,0,3,0,0,0,0,0
complete,7,0,0,0,0,0,0,0,0,0,1,0
circle,0,0,0,0,0,0,2,0,0,0,0,0
follow,0,0,0,0,0,0,0,0,0,0,24,0
endolymphatic,9,0,0,0,0,0,0,0,0,0,0,0
excess,2,0,0,0,0,0,4,0,0,0,0,0
absorb,0,0,0,0,0,0,0,0,0,0,7,0
saddle,0,0,0,0,0,0,1,0,0,0,0,0
cupula,0,0,0,0,0,0,11,0,0,0,0,0
interior,2,0,0,0,0,0,3,0,0,0,0,0
approximately,0,0,9,0,0,0,0,0,0,0,0,0
occupy,0,0,0,0,0,0,0,0,0,0,1,0
parallel,7,0,1,0,0,0,0,0,0,0,1,0
incline,0,0,0,0,0,0,0,0,0,0,1,0
flow,0,0,0,0,0,0,3,0,0,0,0,0
tuft,0,0,0,0,0,0,2,0,0,0,0,0
bending,0,0,0,0,0,0,2,0,0,0,0,0
discharge,0,0,0,0,0,0,9,0,0,0,2,0
resemblance,0,0,0,0,0,0,1,0,0,0,0,0
take,0,0,0,0,0,0,0,0,0,0,9,0
greek,3,0,0,0,0,0,0,0,0,0,0,0
spiral,32,0,0,0,0,0,0,0,0,0,0,0
coil,0,0,0,0,0,0,2,0,0,0,1,0
half,1,0,0,0,4,0,5,0,0,0,0,0
pillar,0,0,0,0,0,0,6,0,0,0,0,0
modiolus,0,0,0,0,0,0,11,0,0,0,0,0
height,0,0,0,0,0,0,4,0,0,0,0,0
wide,6,0,0,0,0,0,0,0,0,0,0,0
basal,18,0,0,0,0,0,0,0,0,0,0,0
taper,0,0,0,0,0,0,0,0,0,0,2,0
twisted,1,0,0,0,0,0,0,0,0,0,0,0
trunk,0,0,0,0,0,0,4,0,0,0,0,0
ganglion,0,0,0,0,0,0,9,0,0,0,0,0
wind,0,0,0,0,0,0,1,0,0,0,2,0
core,0,0,0,0,0,0,1,0,0,0,0,0
shelf,0,0,0,0,0,0,2,0,0,0,0,0
osseous,6,0,0,0,0,0,0,0,0,0,0,0
lamina,0,0,0,0,0,0,17,0,0,0,0,0
thread,0,0,0,0,0,0,1,0,0,0,0,0
screw,0,0,0,0,0,0,1,0,0,0,0,0
halfway,0,0,1,0,0,0,0,0,0,0,0,0
compartment,0,0,0,0,0,0,1,0,0,0,0,0
ramp,0,0,0,0,0,0,1,0,0,0,0,0
scala,0,0,0,0,0,0,24,0,0,0,0,0
vestibuli,0,0,0,0,0,0,10,0,0,0,0,0
helicotrema,0,0,0,0,0,0,2,0,0,0,0,0
slice,0,0,0,0,0,0,0,0,0,0,1,0
longitudinally,0,0,4,0,0,0,0,0,0,0,0,0
perilymphatic,2,0,0,0,0,0,0,0,0,0,0,0
subdural,1,0,0,0,0,0,0,0,0,0,0,0
beneath,0,13,0,0,0,0,0,0,0,0,0,0
dura,0,0,0,0,0,0,1,0,0,0,0,0
matter,0,0,0,0,0,0,5,0,0,0,0,0
scalae,0,0,0,0,0,0,1,0,0,0,0,0
section,0,0,0,0,0,0,8,0,0,0,0,0
triangle,0,0,0,0,0,0,2,0,0,0,0,0
signal,0,0,0,0,0,0,11,0,0,0,1,0
stria,0,0,0,0,0,0,11,0,0,0,0,0
vascularis,0,0,0,0,0,0,3,0,0,0,0,0
flat,2,0,0,0,0,0,0,0,0,0,0,0
bound,0,0,0,0,0,0,0,0,0,0,1,0
hypotenuse,0,0,0,0,0,0,1,0,0,0,0,0
transparent,1,0,0,0,0,0,0,0,0,0,0,0
limbus,0,0,0,0,0,0,6,0,0,0,0,0
border,0,0,0,0,0,0,3,0,0,0,0,0
attachment,0,0,0,0,0,0,2,0,0,0,0,0
contact,0,0,0,0,0,0,9,0,0,0,0,0
insertion,0,0,0,0,0,0,2,0,0,0,0,0
numerous,8,0,0,0,0,0,0,0,0,0,0,0
adjacent,3,0,0,0,0,0,0,0,0,0,0,0
receive,0,0,0,0,0,0,0,0,0,0,10,0
radiate,0,0,0,0,0,0,0,0,0,0,1,0
arteriole,0,0,0,0,0,0,1,0,0,0,0,0
network,0,0,0,0,0,0,4,0,0,0,0,0
capillary,3,0,0,0,0,0,3,0,0,0,0,0
junction,0,0,0,0,0,0,5,0,0,0,0,0
largely,0,0,4,0,0,0,0,0,0,0,0,0
formation,0,0,0,0,0,0,7,0,0,0,0,0
interconnect,0,0,0,0,0,0,0,0,0,0,1,0
deliver,0,0,0,0,0,0,0,0,0,0,4,0
inset,0,0,0,0,0,0,1,0,0,0,0,0
show,0,0,0,0,0,0,0,0,0,0,20,0
sulcus,0,0,0,0,0,0,5,0,0,0,0,0
epithelial,6,0,0,0,0,0,0,0,0,0,0,0
origin,0,0,0,0,0,0,8,0,0,0,0,0
absorptive,2,0,0,0,0,0,0,0,0,0,0,0
waste,0,0,0,0,0,0,1,0,0,0,0,0
material,0,0,0,0,0,0,8,0,0,0,0,0
distal,2,0,0,0,0,0,0,0,0,0,0,0
main,5,0,0,0,0,0,0,0,0,0,0,0
embed,0,0,0,0,0,0,0,0,0,0,2,0
calibre,0,0,0,0,0,0,1,0,0,0,0,0
remarkably,0,0,2,0,0,0,0,0,0,0,0,0
furthermore,0,0,2,0,0,0,0,0,0,0,0,0
broad,3,0,0,0,0,0,0,0,0,0,0,0
vasculari,0,0,0,0,0,0,1,0,0,0,0,0
contrast,0,0,0,0,0,0,4,0,0,0,1,0
provide,0,0,0,0,0,0,0,0,0,0,16,0
content,0,0,0,0,0,0,2,0,0,0,0,0
attuned,1,0,0,0,0,0,0,0,0,0,0,0
high,45,0,2,0,0,0,0,0,0,0,0,0
decreased,2,0,0,0,0,0,0,0,0,0,0,0
render,0,0,0,0,0,0,0,0,0,0,2,0
apical,2,0,0,0,0,0,0,0,0,0,0,0
responsive,2,0,0,0,0,0,0,0,0,0,0,0
fibrillar,0,0,0,0,0,0,2,0,0,0,0,0
acellular,2,0,0,0,0,0,0,0,0,0,0,0
ground,0,0,0,0,0,0,1,0,0,0,0,0
spindle,1,0,0,0,0,0,0,0,0,0,0,0
mesothelial,1,0,0,0,0,0,0,0,0,0,0,0
arrange,0,0,0,0,0,0,0,0,0,0,6,0
lamella,0,0,0,0,0,0,1,0,0,0,0,0
underside,0,0,0,0,0,0,2,0,0,0,0,0
specie,0,0,0,0,0,0,2,0,0,0,0,0
guinea,0,0,0,0,0,0,1,0,0,0,0,0
pig,0,0,0,0,0,0,1,0,0,0,0,0
tunnel,0,0,0,0,0,0,7,0,0,0,0,0
think,0,0,0,0,0,0,0,0,0,0,14,0
supply,0,0,0,0,0,0,1,0,0,0,9,0
oxygen,0,0,0,0,0,0,4,0,0,0,0,0
nutrient,0,0,0,0,0,0,1,0,0,0,0,0
seldom,0,0,2,0,0,0,0,0,0,0,0,0
adult,1,0,0,0,0,0,24,0,0,0,0,0
cat,0,0,0,0,0,0,2,0,0,0,0,0
rat,0,0,0,0,0,0,7,0,0,0,0,0
fetus,0,0,0,0,0,0,2,0,0,0,0,0
impressive,1,0,0,0,0,0,0,0,0,0,0,0
suggest,0,0,0,0,0,0,0,0,0,0,9,0
delivery,0,0,0,0,0,0,2,0,0,0,0,0
orderly,4,0,0,0,0,0,0,0,0,0,0,0
row,0,0,0,0,0,0,9,0,0,0,0,0
papilla,0,0,0,0,0,0,7,0,0,0,0,0
arch,0,0,0,0,0,0,1,0,0,0,0,0
rod,0,0,0,0,0,0,2,0,0,0,0,0
furnish,0,0,0,0,0,0,0,0,0,0,4,0
pear,0,0,0,0,0,0,1,0,0,0,0,0
phalangeal,4,0,0,0,0,0,0,0,0,0,0,0
undifferentiated,1,0,0,0,0,0,0,0,0,0,0,0
cuboidal,1,0,0,0,0,0,0,0,0,0,0,0
cup,0,0,0,0,0,0,1,0,0,0,0,0
upward,0,0,7,0,0,0,0,0,0,0,0,0
reticular,9,0,0,0,0,0,0,0,0,0,0,0
cortilymph,0,0,0,0,0,0,1,0,0,0,0,0
composition,0,0,0,0,0,0,7,0,0,0,0,0
similar,23,0,0,0,0,0,0,0,0,0,0,0
establish,0,0,0,0,0,0,0,0,0,0,10,0
assume,0,0,0,0,0,0,0,0,0,0,4,0
ion,0,0,0,0,0,0,18,0,0,0,0,0
transport,0,0,0,0,0,0,4,0,0,0,0,0
activity,0,0,0,0,0,0,6,0,0,0,0,0
cytoskeleton,0,0,0,0,0,0,1,0,0,0,0,0
compose,0,0,0,0,0,0,0,0,0,0,5,0
protein,0,0,0,0,0,0,10,0,0,0,0,0
actin,0,0,0,0,0,0,4,0,0,0,0,0
cap,0,0,0,0,0,0,0,0,0,0,1,0
stiffly,0,0,1,0,0,0,0,0,0,0,0,0
erect,1,0,0,0,0,0,0,0,0,0,1,0
staircase,0,0,0,0,0,0,1,0,0,0,0,0
rootlet,0,0,0,0,0,0,1,0,0,0,0,0
irregularly,0,0,1,0,0,0,0,0,0,0,0,0
notch,0,0,0,0,0,0,1,0,0,0,0,0
ciliary,1,0,0,0,0,0,0,0,0,0,0,0
penetrate,0,0,0,0,0,0,0,0,0,0,1,0
tectorial,5,0,0,0,0,0,0,0,0,0,0,0
thick,3,0,0,0,0,0,0,0,0,0,0,0
fibril,0,0,0,0,0,0,1,0,0,0,0,0
radially,0,0,3,0,0,0,0,0,0,0,0,0
fingerlike,1,0,0,0,0,0,0,0,0,0,0,0
myelin,0,0,0,0,0,0,3,0,0,0,0,0
ensheathe,0,0,0,0,0,0,0,0,0,0,1,0
fan,0,0,0,0,0,0,0,0,0,0,1,0
bipolar,3,0,0,0,0,0,0,0,0,0,0,0
neuron,0,0,0,0,0,0,19,0,0,0,0,0
constitute,0,0,0,0,0,0,0,0,0,0,3,0
array,0,0,0,0,0,0,5,0,0,0,0,0
pore,0,0,0,0,0,0,4,0,0,0,0,0
habenula,0,0,0,0,0,0,2,0,0,0,0,0
perforata,0,0,0,0,0,0,2,0,0,0,0,0
abruptly,0,0,1,0,0,0,0,0,0,0,0,0
lose,0,0,0,0,0,0,0,0,0,0,10,0
multilayered,1,0,0,0,0,0,0,0,0,0,0,0
coat,0,0,0,0,0,0,1,0,0,0,0,0
insulate,0,0,0,0,0,0,0,0,0,0,1,0
axon,0,0,0,0,0,0,3,0,0,0,0,0
naked,1,0,0,0,0,0,0,0,0,0,0,0
unmyelinated,2,0,0,0,0,0,0,0,0,0,0,0
foot,0,0,0,0,0,0,3,0,0,0,0,0
majority,0,0,0,0,0,0,5,0,0,0,0,0
remainder,0,0,0,0,0,0,3,0,0,0,0,0
longitudinal,3,0,0,0,0,0,0,0,0,0,0,0
eventually,0,0,9,0,0,0,0,0,0,0,0,0
terminate,0,0,0,0,0,0,0,0,0,0,5,0
distinct,8,0,0,0,0,0,0,0,0,0,0,0
vesicle,0,0,0,0,0,0,5,0,0,0,0,0
liquid,0,0,0,0,0,0,2,0,0,0,0,0
neurotransmitter,0,0,0,0,0,0,4,0,0,0,0,0
mediate,0,0,0,0,0,0,0,0,0,0,2,0
transmission,0,0,0,0,0,0,10,0,0,0,0,0
neural,8,0,0,0,0,0,0,0,0,0,0,0
belong,0,0,0,0,0,0,0,0,0,0,3,0
efferent,2,0,0,0,0,0,0,0,0,0,0,0
feedback,0,0,0,0,0,0,5,0,0,0,0,0
loop,0,0,0,0,0,0,2,0,0,0,0,0
termination,0,0,0,0,0,0,1,0,0,0,0,0
afferent,6,0,0,0,0,0,0,0,0,0,0,0
total,13,0,0,0,0,0,0,0,0,0,0,0
number,0,0,0,0,0,0,21,0,0,0,0,0
estimate,0,0,0,0,0,0,0,0,0,0,4,0
overlap,0,0,0,0,0,0,1,0,0,0,0,0
innervation,0,0,0,0,0,0,1,0,0,0,0,0
party,0,0,0,0,0,0,3,0,0,0,0,0
distribution,0,0,0,0,0,0,2,0,0,0,0,0
detail,0,0,0,0,0,0,2,0,0,0,0,0
lion,0,0,0,0,0,0,1,0,0,0,0,0
overlapping,0,0,0,0,0,0,1,0,0,0,0,0
sharing,0,0,0,0,0,0,1,0,0,0,0,0
characteristic,4,0,0,0,0,0,9,0,0,0,0,0
covering,0,0,0,0,0,0,3,0,0,0,0,0
arrangement,0,0,0,0,0,0,8,0,0,0,0,0
regular,2,0,0,0,0,0,0,0,0,0,0,0
scatter,0,0,0,0,0,0,0,0,0,0,1,0
fourth,3,0,0,0,0,0,1,0,0,0,0,0
fifth,3,0,0,0,0,0,0,0,0,0,0,0
oddly,0,0,1,0,0,0,0,0,0,0,0,0
extension,0,0,0,0,0,0,2,0,0,0,0,0
double,1,0,0,0,0,0,0,0,0,0,0,0
degenerate,0,0,0,0,0,0,0,0,0,0,2,0
disappear,0,0,0,0,0,0,0,0,0,0,5,0
aging,0,0,0,0,0,0,4,0,0,0,0,0
induce,0,0,0,0,0,0,0,0,0,0,2,0
quickly,0,0,5,0,0,0,0,0,0,0,0,0
easily,0,0,10,0,0,0,0,0,0,0,0,0
scar,0,0,0,0,0,0,4,0,0,0,0,0
extracellular,4,0,0,0,0,0,0,0,0,0,0,0
concentration,0,0,0,0,0,0,10,0,0,0,0,0
sodium,0,0,0,0,0,0,9,0,0,0,0,0
milliequivalent,0,0,0,0,0,0,4,0,0,0,0,0
litre,0,0,0,0,0,0,5,0,0,0,0,0
potassium,0,0,0,0,0,0,11,0,0,0,0,0
true,5,0,0,0,0,0,0,0,0,0,0,0
apparently,0,0,3,0,0,0,0,0,0,0,0,0
locally,0,0,1,0,0,0,0,0,0,0,0,0
mechanism,0,0,0,0,0,0,6,0,0,0,0,0
experimental,9,0,0,0,0,0,0,0,0,0,0,0
unlikely,2,0,0,0,0,0,0,0,0,0,0,0
normal,39,0,0,0,0,0,0,0,0,0,0,0
maintenance,0,0,0,0,0,0,1,0,0,0,0,0
ionic,2,0,0,0,0,0,0,0,0,0,0,0
completely,0,0,11,0,0,0,0,0,0,0,0,0
selective,4,0,0,0,0,0,0,0,0,0,0,0
barrier,0,0,0,0,0,0,2,0,0,0,0,0
bloodperilymph,0,0,0,0,0,0,1,0,0,0,0,0
drug,0,0,0,0,0,0,15,0,0,0,0,0
exist,0,0,0,0,0,0,0,0,0,0,4,0
evidence,0,0,0,0,0,0,13,0,0,0,0,0
indicate,0,0,0,0,0,0,0,0,0,0,14,0
ratio,0,0,0,0,0,0,1,0,0,0,0,0
dark,3,0,0,0,0,0,0,0,0,0,0,0
reabsorb,0,0,0,0,0,0,0,0,0,0,1,0
story,0,0,0,0,0,0,1,0,0,0,0,0
regulate,0,0,0,0,0,0,0,0,0,0,5,0
anatomical,1,0,0,0,0,0,0,0,0,0,0,0
convey,0,0,0,0,0,0,0,0,0,0,6,0
cerebellum,0,0,0,0,0,0,4,0,0,0,0,0
limb,0,0,0,0,0,0,2,0,0,0,0,0
adjustment,0,0,0,0,0,0,3,0,0,0,0,0
posture,0,0,0,0,0,0,3,0,0,0,0,0
input,0,0,0,0,0,0,2,0,0,0,0,0
assist,0,0,0,0,0,0,0,0,0,0,1,0
environment,0,0,0,0,0,0,8,0,0,0,0,0
pluck,0,0,0,0,0,0,0,0,0,0,1,0
string,0,0,0,0,0,0,2,0,0,0,0,0
guitar,0,0,0,0,0,0,1,0,0,0,0,0
pulse,0,0,0,0,0,0,3,0,0,0,0,0
subjective,6,0,0,0,0,0,0,0,0,0,0,0
aspect,0,0,0,0,0,0,4,0,0,0,0,0
loudness,0,0,0,0,0,0,17,0,0,0,0,0
wavelength,0,0,0,0,0,0,2,0,0,0,0,0
cycle,0,0,0,0,0,0,4,0,0,0,0,0
hertz,0,0,0,0,0,0,17,0,0,0,0,0
audible,8,0,0,0,0,0,0,0,0,0,0,0
ultrasonic,1,0,0,0,0,0,0,0,0,0,0,0
exert,0,0,0,0,0,0,0,0,0,0,3,0
amplitude,0,0,0,0,0,0,7,0,0,0,0,0
strength,0,0,0,0,0,0,4,0,0,0,0,0
consequently,0,0,2,0,0,0,0,0,0,0,0,0
report,0,0,0,0,0,0,0,0,0,0,11,0
decibel,0,0,0,0,0,0,19,0,0,0,0,0
express,0,0,0,0,0,0,0,0,0,0,3,0
magnitude,0,0,0,0,0,0,2,0,0,0,0,0
logarithmic,1,0,0,0,0,0,0,0,0,0,0,0
scale,0,0,0,0,0,0,3,0,0,0,1,0
state,0,0,0,0,0,0,4,0,0,0,2,0
compare,0,0,0,0,0,0,0,0,0,0,3,0
give,0,0,0,0,0,0,0,0,0,0,10,0
standard,2,0,0,0,0,0,1,0,0,0,0,0
perceptible,1,0,0,0,0,0,0,0,0,0,0,0
represent,0,0,0,0,0,0,0,0,0,0,13,0
level,0,0,0,0,0,0,39,0,0,0,0,0
inaudible,2,0,0,0,0,0,0,0,0,0,0,0
painful,4,0,0,0,0,0,0,0,0,0,0,0
undergo,0,0,0,0,0,0,0,0,0,0,2,0
finally,0,0,3,0,0,0,0,0,0,0,0,0
extensive,8,0,0,0,0,0,0,0,0,0,0,0
primary,13,0,0,0,0,0,0,0,0,0,0,0
cerebral,12,0,0,0,0,0,0,0,0,0,0,0
cortex,0,0,0,0,0,0,16,0,0,0,0,0
ultimate,1,0,0,0,0,0,0,0,0,0,0,0
reach,0,0,0,0,0,0,0,0,0,0,23,0
listener,0,0,0,0,0,0,8,0,0,0,0,0
aware,2,0,0,0,0,0,0,0,0,0,0,0
atop,0,2,0,0,0,0,0,0,0,0,0,0
capture,0,0,0,0,0,0,0,0,0,0,1,0
structural,8,0,0,0,0,0,0,0,0,0,0,0
contribute,0,0,0,0,0,0,0,0,0,0,6,0
size,0,0,0,0,0,0,10,0,0,0,0,0
virtual,1,0,0,0,0,0,0,0,0,0,0,0
immobility,0,0,0,0,0,0,2,0,0,0,0,0
useful,8,0,0,0,0,0,0,0,0,0,0,0
gathering,0,0,0,0,0,0,1,0,0,0,0,0
finding,0,0,0,0,0,0,7,0,0,0,0,0
enhancement,0,0,0,0,0,0,1,0,0,0,0,0
relatively,0,0,12,0,0,0,0,0,0,0,0,0
determine,0,0,0,0,0,0,0,0,0,0,12,0
consonant,0,0,0,0,0,0,1,0,0,0,0,0
reflect,0,0,0,0,0,0,0,0,0,0,14,0
tendency,0,0,0,0,0,0,6,0,0,0,0,0
oppose,0,0,0,0,0,0,0,0,0,0,4,0
impedance,0,0,0,0,0,0,13,0,0,0,0,0
frictional,1,0,0,0,0,0,0,0,0,0,0,0
resistance,0,0,0,0,0,0,2,0,0,0,0,0
offer,0,0,0,0,0,0,0,0,0,0,6,0
deflection,0,0,0,0,0,0,9,0,0,0,0,0
loud,10,0,0,0,0,0,0,0,0,0,0,0
fast,0,0,1,0,0,0,0,0,0,0,0,0
effective,7,0,0,0,0,0,0,0,0,0,0,0
finely,0,0,1,0,0,0,0,0,0,0,0,0
evenly,0,0,1,0,0,0,0,0,0,0,0,0
distribute,0,0,0,0,0,0,0,0,0,0,3,0
axis,0,0,0,0,0,0,2,0,0,0,0,0
rotation,0,0,0,0,0,0,9,0,0,0,0,0
bind,0,0,0,0,0,0,0,0,0,0,2,0
unison,0,0,0,0,0,0,1,0,0,0,0,0
moderate,4,0,0,0,0,0,0,0,0,0,0,0
freedom,0,0,0,0,0,0,1,0,0,0,0,0
coupling,0,0,0,0,0,0,2,0,0,0,0,0
rock,0,0,0,0,0,0,2,0,0,0,1,0
forth,0,0,2,0,0,0,0,0,0,0,0,0
pole,0,0,0,0,0,0,1,0,0,0,0,0
impinge,0,0,0,0,0,0,0,0,0,0,1,0
challenge,0,0,0,0,0,0,1,0,0,0,1,0
task,0,0,0,0,0,0,3,0,0,0,0,0
mismatch,0,0,0,0,0,0,2,0,0,0,0,0
transformer,0,0,0,0,0,0,2,0,0,0,0,0
match,0,0,0,0,0,0,0,0,0,0,3,0
ordinarily,0,0,1,0,0,0,0,0,0,0,0,0
airborne,3,0,0,0,0,0,0,0,0,0,0,0
strike,0,0,0,0,0,0,0,0,0,0,3,0
seriously,0,0,1,0,0,0,0,0,0,0,0,0
limit,0,0,0,0,0,0,0,0,0,0,2,0
performance,0,0,0,0,0,0,3,0,0,0,0,0
matching,0,0,0,0,0,0,1,0,0,0,0,0
accomplish,0,0,0,0,0,0,0,0,0,0,3,0
reduction,0,0,0,0,0,0,2,0,0,0,0,0
secondarily,0,0,1,0,0,0,0,0,0,0,0,0
mechanical,17,0,0,0,0,0,0,0,0,0,0,0
advantage,0,0,0,0,0,0,2,0,0,0,0,0
lever,0,0,0,0,0,0,2,0,0,0,0,0
square,7,0,0,0,0,0,0,0,0,0,0,0
millimetre,0,0,0,0,0,0,3,0,0,0,0,0
concentrate,0,0,0,0,0,0,0,0,0,0,3,0
amount,0,0,0,0,0,0,4,0,0,0,1,0
resonant,1,0,0,0,0,0,2,0,0,0,0,0
property,0,0,0,0,0,0,6,0,0,0,0,0
apply,0,0,0,0,0,0,0,0,0,0,8,0
preferentially,0,0,3,0,0,0,0,0,0,0,0,0
expose,0,0,0,0,0,0,0,0,0,0,9,0
equally,0,0,2,0,0,0,0,0,0,0,0,0
reciprocal,2,0,0,0,0,0,0,0,0,0,0,0
negligible,1,0,0,0,0,0,0,0,0,0,0,0
importance,0,0,0,0,0,0,1,0,0,0,0,0
able,9,0,0,0,0,0,0,0,0,0,0,0
threshold,0,0,0,0,0,0,18,0,0,0,0,0
angstrom,0,0,0,0,0,0,1,0,0,0,0,0
hand,0,0,0,0,0,0,11,0,0,0,0,0
immobilize,0,0,0,0,0,0,0,0,0,0,1,0
otosclerosis,0,0,0,0,0,0,15,0,0,0,0,0
significant,3,0,0,0,0,0,0,0,0,0,0,0
bypass,0,0,0,0,0,0,0,0,0,0,2,0
creation,0,0,0,0,0,0,1,0,0,0,0,0
new,9,0,0,0,0,0,0,0,0,0,0,0
restore,0,0,0,0,0,0,0,0,0,0,8,0
stapedectomy,0,0,0,0,0,0,2,0,0,0,0,0
replace,0,0,0,0,0,0,0,0,0,0,6,0
artificial,3,0,0,0,0,0,0,0,0,0,0,0
approach,0,0,0,0,0,0,15,0,0,0,1,0
fortunately,0,0,6,0,0,0,0,0,0,0,0,0
operation,0,0,0,0,0,0,10,0,0,0,0,0
perfect,0,0,0,0,0,0,0,0,0,0,1,0
conductive,11,0,0,0,0,0,0,0,0,0,0,0
correct,1,0,0,0,0,0,0,0,0,0,10,0
stapediu,0,0,0,0,0,0,1,0,0,0,0,0
tense,0,0,0,0,0,0,0,0,0,0,1,0
reflexly,0,0,1,0,0,0,0,0,0,0,0,0
quick,1,0,0,0,0,0,0,0,0,0,0,0
