word,ADJ,ADP,ADV,AUX,CCONJ,DET,NOUN,NUM,SCONJ,VERB,X
garden,0,0,0,0,0,0,3,0,0,0,0
observatory,0,0,0,0,0,0,1,0,0,0,0
statue,0,0,0,0,0,0,2,0,0,0,0
astronomer,0,0,0,0,0,0,2,0,0,0,0
attraction,0,0,0,0,0,0,2,0,0,0,0
honour,0,0,0,0,0,0,2,0,0,5,0
additional,8,0,0,0,0,0,0,0,0,0,0
amusement,0,0,0,0,0,0,1,0,0,0,0
story,0,0,0,0,0,0,10,0,0,0,0
symbol,0,0,0,0,0,0,2,0,0,0,0
tourist,0,0,0,0,0,0,5,0,0,0,0
quarter,0,0,0,0,0,0,7,0,0,0,0
harbour,0,0,0,0,0,0,17,0,0,0,0
zoological,1,0,0,0,0,0,0,0,0,0,0
private,24,0,0,0,0,0,0,0,0,0,0
finance,0,0,0,0,0,0,14,0,0,4,0
arterial,1,0,0,0,0,0,0,0,0,0,0
carry,0,0,0,0,0,0,0,0,0,18,0
traffic,0,0,0,0,0,0,5,0,0,0,0
electric,4,0,0,0,0,0,0,0,0,0,0
railway,0,0,0,0,0,0,11,0,0,0,0
commuter,0,0,0,0,0,0,1,0,0,0,0
bus,0,0,0,0,0,0,5,0,0,0,0
line,0,0,0,0,0,0,19,0,0,0,0
streetcar,0,0,0,0,0,0,1,0,0,0,0
disappear,0,0,0,0,0,0,0,0,0,6,0
construction,0,0,0,0,0,0,11,0,0,0,0
fully,0,0,10,0,0,0,0,0,0,0,0
automate,0,0,0,0,0,0,0,0,0,2,0
subway,0,0,0,0,0,0,4,0,0,0,0
combine,0,0,0,0,0,0,0,0,0,14,0
regional,15,0,0,0,0,0,0,0,0,0,0
side,0,0,0,0,0,0,1,0,0,4,0
beloved,2,0,0,0,0,0,0,0,0,0,0
character,0,0,0,0,0,0,4,0,0,0,0
storyteller,0,0,0,0,0,0,1,0,0,0,0
greet,0,0,0,0,0,0,0,0,0,1,0
visitor,0,0,0,0,0,0,4,0,0,0,0
consolidation,0,0,0,0,0,0,4,0,0,0,0
udskiftningen,0,0,0,0,0,0,0,0,0,0,1
purchase,0,0,0,0,0,0,1,0,0,3,0
frikøbet,0,0,0,0,0,0,0,0,0,0,1
store,0,0,0,0,0,0,0,0,0,2,1
landboreformer,0,0,0,0,0,0,1,0,0,0,0
minded,4,0,0,0,0,0,0,0,0,0,0
estate,0,0,0,0,0,0,44,0,0,0,0
owner,0,0,0,0,0,0,6,0,0,0,0
lightweight,1,0,0,0,0,0,0,0,0,0,0
pull,0,0,0,0,0,0,1,0,0,2,0
afford,0,0,0,0,0,0,0,0,0,1,0
shift,0,0,0,0,0,0,7,0,0,11,0
subsistence,0,0,0,0,0,0,1,0,0,0,0
dismantlement,0,0,0,0,0,0,1,0,0,0,0
consolidate,0,0,0,0,0,0,0,0,0,5,0
holding,0,0,0,0,0,0,5,0,0,0,0
landowner,0,0,0,0,0,0,7,0,0,0,0
move,0,0,0,0,0,0,1,0,0,22,0
farmstead,0,0,0,0,0,0,1,0,0,0,0
away,0,0,7,0,0,0,0,0,0,0,0
obscure,1,0,0,0,0,0,0,0,0,1,0
subsequently,0,0,11,0,0,0,0,0,0,0,0
associate,0,0,0,0,0,0,1,0,0,6,0
demographic,3,0,0,0,0,0,0,0,0,0,0
trend,0,0,0,0,0,0,8,0,0,0,0
stable,8,0,0,0,0,0,0,0,0,0,0
slowly,0,0,4,0,0,0,0,0,0,0,0
neighbour,0,0,0,0,0,0,8,0,0,4,0
fertility,0,0,0,0,0,0,8,0,0,0,0
rate,0,0,0,0,0,0,19,0,0,0,0
birth,0,0,0,0,0,0,10,0,0,0,0
childbeare,0,0,0,0,0,0,0,0,0,1,0
woman,0,0,0,0,0,0,49,0,0,0,0
age,0,0,0,0,0,0,47,0,0,1,0
distribution,0,0,0,0,0,0,5,0,0,0,0
consequence,0,0,0,0,0,0,10,0,0,0,0
loss,0,0,0,0,0,0,25,0,0,0,0
emigration,0,0,0,0,0,0,2,0,0,0,0
offset,0,0,0,0,0,0,0,0,0,2,0
slight,2,0,0,0,0,0,0,0,0,0,0
require,0,0,0,0,0,0,0,0,0,10,0
labour,0,0,0,0,0,0,18,0,0,0,0
supply,0,0,0,0,0,0,5,0,0,5,0
guest,0,0,0,0,0,0,1,0,0,0,0
worker,0,0,0,0,0,0,13,0,0,0,0
gæstearbejdere,0,0,0,0,0,0,0,0,0,0,1
permanently,0,0,3,0,0,0,0,0,0,0,0
refugee,0,0,0,0,0,0,13,0,0,0,0
migration,0,0,0,0,0,0,4,0,0,0,0
disproportionately,0,0,1,0,0,0,0,0,0,0,0
migrant,0,0,0,0,0,0,1,0,0,0,0
commonly,0,0,5,0,0,0,0,0,0,0,0
suburban,2,0,0,0,0,0,0,0,0,0,0
community,0,0,0,0,0,0,14,0,0,0,0
standard,3,0,0,0,0,0,14,0,0,0,0
living,0,0,0,0,0,0,10,0,0,0,0
tiny,2,0,0,0,0,0,0,0,0,0,0
percentage,0,0,0,0,0,0,11,0,0,0,0
engage,0,0,0,0,0,0,0,0,0,10,0
enterprise,0,0,0,0,0,0,10,0,0,0,0
join,0,0,0,0,0,0,0,0,0,31,0
ultimately,0,0,8,0,0,0,0,0,0,0,0
succeed,0,0,0,0,0,0,0,0,0,39,0
trading,0,0,0,0,0,0,19,0,0,0,0
partner,0,0,0,0,0,0,6,0,0,0,0
stand,0,0,0,0,0,0,0,0,0,6,0
collaboration,0,0,0,0,0,0,4,0,0,0,0
uniform,2,0,0,0,0,0,0,0,0,0,0
legislation,0,0,0,0,0,0,12,0,0,0,0
sector,0,0,0,0,0,0,31,0,0,0,0
expenditure,0,0,0,0,0,0,8,0,0,0,0
account,0,0,0,0,0,0,4,0,0,16,0
net,3,0,0,0,0,0,1,0,0,0,0
income,0,0,0,0,0,0,32,0,0,0,0
direct,7,0,0,0,0,0,0,0,0,9,0
affair,0,0,0,0,0,0,25,0,0,0,0
raw,10,0,0,0,0,0,0,0,0,0,0
material,0,0,0,0,0,0,21,0,0,0,0
intensively,0,0,1,0,0,0,0,0,0,0,0
exploit,0,0,0,0,0,0,1,0,0,8,0
extensively,0,0,2,0,0,0,0,0,0,0,0
fertilize,0,0,0,0,0,0,0,0,0,1,0
cultivate,0,0,0,0,0,0,0,0,0,6,0
devote,0,0,0,0,0,0,0,0,0,4,0
cereal,0,0,0,0,0,0,3,0,0,0,0
barley,0,0,0,0,0,0,3,0,0,0,0
wheat,0,0,0,0,0,0,5,0,0,0,0
grain,0,0,0,0,0,0,20,0,0,0,0
sugar,0,0,0,0,0,0,3,0,0,0,0
beet,0,0,0,0,0,0,3,0,0,0,0
crop,0,0,0,0,0,0,3,0,0,0,0
oat,0,0,0,0,0,0,1,0,0,0,0
rye,0,0,0,0,0,0,3,0,0,0,0
turnip,0,0,0,0,0,0,1,0,0,0,0
potato,0,0,0,0,0,0,6,0,0,0,0
domesticated,1,0,0,0,0,0,0,0,0,0,0
animal,0,0,0,0,0,0,11,0,0,0,0
dairy,1,0,0,0,0,0,10,0,0,0,0
cattle,0,0,0,0,0,0,7,0,0,0,0
pig,0,0,0,0,0,0,4,0,0,0,0
poultry,0,0,0,0,0,0,3,0,0,0,0
raise,0,0,0,0,0,0,0,0,0,16,0
domestic,32,0,0,0,0,0,0,0,0,0,0
market,0,0,0,0,0,0,24,0,0,0,0
mink,0,0,0,0,0,0,2,0,0,0,0
fox,0,0,0,0,0,0,3,0,0,0,0
poverty,0,0,0,0,0,0,6,0,0,0,0
depression,0,0,0,0,0,0,3,0,0,0,0
producer,0,0,0,0,0,0,7,0,0,0,0
disband,0,0,0,0,0,0,0,0,0,4,0
medium,2,0,0,0,0,0,2,0,0,0,0
own,0,0,0,0,0,0,0,0,0,24,0
fertilization,0,0,0,0,0,0,1,0,0,0,0
application,0,0,0,0,0,0,3,0,0,0,0
scientific,6,0,0,0,0,0,0,0,0,0,0
husbandry,0,0,0,0,0,0,2,0,0,0,0
viability,0,0,0,0,0,0,1,0,0,0,0
operation,0,0,0,0,0,0,6,0,0,0,0
heavily,0,0,7,0,0,0,0,0,0,0,0
subsidize,0,0,0,0,0,0,0,0,0,7,0
exporter,0,0,0,0,0,0,2,0,0,0,0
flatfish,0,0,0,0,0,0,1,0,0,0,0
catch,0,0,0,0,0,0,2,0,0,2,0
salmon,0,0,0,0,0,0,6,0,0,0,0
eel,0,0,0,0,0,0,1,0,0,0,0
search,0,0,0,0,0,0,1,0,0,0,0
pout,0,0,0,0,0,0,1,0,0,0,0
sprat,0,0,0,0,0,0,1,0,0,0,0
bristling,0,0,0,0,0,0,1,0,0,0,0
aquaculture,0,0,0,0,0,0,1,0,0,0,0
production,0,0,0,0,0,0,34,0,0,0,0
limited,2,0,0,0,0,0,0,0,0,0,0
mining,0,0,0,0,0,0,8,0,0,0,0
quarrying,0,0,0,0,0,0,1,0,0,0,0
boulder,0,0,0,0,0,0,2,0,0,0,0
mold,0,0,0,0,0,0,0,0,0,1,0
bake,0,0,0,0,0,0,0,0,0,3,0
brick,0,0,0,0,0,0,3,0,0,0,0
tile,0,0,0,0,0,0,1,0,0,0,0
marine,2,0,0,0,0,0,2,0,0,0,0
diatomaceous,1,0,0,0,0,0,0,0,0,0,0
earth,0,0,0,0,0,0,5,0,0,0,0
mine,0,0,0,0,0,0,6,0,0,3,0
insulate,0,0,0,0,0,0,0,0,0,1,0
white,9,0,0,0,0,0,0,0,0,0,0
manufacture,0,0,0,0,0,0,6,0,0,4,0
cement,0,0,0,0,0,0,2,0,0,0,0
suffer,0,0,0,0,0,0,0,0,0,16,0
dependence,0,0,0,0,0,0,3,0,0,0,0
import,0,0,0,0,0,0,15,0,0,10,0
petroleum,0,0,0,0,0,0,5,0,0,0,0
energy,0,0,0,0,0,0,12,0,0,0,0
discovery,0,0,0,0,0,0,5,0,0,0,0
gas,0,0,0,0,0,0,3,0,0,0,0
permit,0,0,0,0,0,0,0,0,0,7,0
sufficiency,0,0,0,0,0,0,1,0,0,0,0
regard,0,0,0,0,0,0,4,0,0,10,0
coal,0,0,0,0,0,0,4,0,0,0,0
fire,0,0,0,0,0,0,1,0,0,1,0
electricity,0,0,0,0,0,0,7,0,0,0,0
switch,0,0,0,0,0,0,1,0,0,0,0
accompany,0,0,0,0,0,0,0,0,0,5,0
waste,0,0,0,0,0,0,2,0,0,1,0
heat,0,0,0,0,0,0,1,0,0,2,0
pipe,0,0,0,0,0,0,0,0,0,1,0
factory,0,0,0,0,0,0,8,0,0,0,0
environmentally,0,0,2,0,0,0,0,0,0,0,0
friendly,4,0,0,0,0,0,0,0,0,0,0
burn,0,0,0,0,0,0,0,0,0,4,0
ban,0,0,0,0,0,0,3,0,0,3,0
biofuel,0,0,0,0,0,0,1,0,0,0,0
food,0,0,0,0,0,0,18,0,0,0,0
process,0,0,0,0,0,0,10,0,0,5,0
pharmaceutical,1,0,0,0,0,0,1,0,0,0,0
metal,0,0,0,0,0,0,20,0,0,0,0
transport,0,0,0,0,0,0,8,0,0,2,0
machinery,0,0,0,0,0,0,4,0,0,0,0
notably,0,0,15,0,0,0,0,0,0,0,0
concern,0,0,0,0,0,0,7,0,0,9,0
substantial,5,0,0,0,0,0,0,0,0,0,0
footwear,0,0,0,0,0,0,1,0,0,0,0
wood,0,0,0,0,0,0,15,0,0,0,0
employment,0,0,0,0,0,0,15,0,0,0,0
big,5,0,0,0,0,0,0,0,0,0,0
thinly,0,0,2,0,0,0,0,0,0,0,0
populated,3,0,0,0,0,0,0,0,0,0,0
saving,0,0,0,0,0,0,7,0,0,0,0
equal,17,0,0,0,0,0,0,0,0,1,0
theretofore,0,0,1,0,0,0,0,0,0,0,0
representative,4,0,0,0,0,0,7,0,0,0,0
branch,0,0,0,0,0,0,7,0,0,0,0
supervision,0,0,0,0,0,0,3,0,0,0,0
krone,0,0,0,0,0,0,2,0,0,0,0
adopt,0,0,0,0,0,0,0,0,0,26,0
euro,2,0,0,0,0,0,11,0,0,0,0
referendum,0,0,0,0,0,0,12,0,0,0,0
percent,0,0,0,0,0,0,42,0,0,0,0
voter,0,0,0,0,0,0,12,0,0,0,0
reject,0,0,0,0,0,0,0,0,0,13,0
adoption,0,0,0,0,0,0,2,0,0,0,0
special,16,0,0,0,0,0,0,0,0,0,0
govern,0,0,0,0,0,0,0,0,0,9,0
profit,0,0,0,0,0,0,2,0,0,1,0
revert,0,0,0,0,0,0,0,0,0,2,0
treasury,0,0,0,0,0,0,3,0,0,0,0
stock,0,0,0,0,0,0,10,0,0,0,0
exchange,0,0,0,0,0,0,6,0,0,1,0
balance,0,0,0,0,0,0,10,0,0,1,0
supplement,0,0,0,0,0,0,1,0,0,3,0
tourism,0,0,0,0,0,0,3,0,0,0,0
overseas,6,0,1,0,0,0,0,0,0,0,0
reliance,0,0,0,0,0,0,1,0,0,0,0
chemical,2,0,0,0,0,0,6,0,0,0,0
meat,0,0,0,0,0,0,7,0,0,0,0
household,0,0,0,0,0,0,5,0,0,0,0
toy,0,0,0,0,0,0,1,0,0,0,0
silverware,0,0,0,0,0,0,1,0,0,0,0
ceramic,0,0,0,0,0,0,2,0,0,0,0
plastic,0,0,0,0,0,0,2,0,0,0,0
textile,1,0,0,0,0,0,11,0,0,0,0
creative,2,0,0,0,0,0,0,0,0,0,0
design,0,0,0,0,0,0,11,0,0,8,0
rely,0,0,0,0,0,0,0,0,0,6,0
job,0,0,0,0,0,0,10,0,0,0,0
administration,0,0,0,0,0,0,23,0,0,0,0
entertainment,0,0,0,0,0,0,1,0,0,0,0
complex,2,0,0,0,0,0,2,0,0,0,0
hippie,0,0,0,0,0,0,1,0,0,0,0
cruise,0,0,0,0,0,0,1,0,0,0,0
taxation,0,0,0,0,0,0,18,0,0,0,0
employ,0,0,0,0,0,0,0,0,0,10,0
unemployment,0,0,0,0,0,0,28,0,0,0,0
main,28,0,0,0,0,0,0,0,0,0,0
association,0,0,0,0,0,0,11,0,0,0,0
employee,0,0,0,0,0,0,10,0,0,0,0
employer,0,0,0,0,0,0,10,0,0,0,0
membership,0,0,0,0,0,0,26,0,0,0,0
union,2,0,0,0,0,0,36,0,0,0,0
normally,0,0,3,0,0,0,0,0,0,0,0
particular,9,0,0,0,0,0,0,0,0,0,0
skill,0,0,0,0,0,0,5,0,0,0,0
derive,0,0,0,0,0,0,0,0,0,8,0
custom,0,0,0,0,0,0,15,0,0,0,0
excise,1,0,0,0,0,0,1,0,0,0,0
duty,0,0,0,0,0,0,13,0,0,0,0
indirect,5,0,0,0,0,0,0,0,0,0,0
tax,0,0,0,0,0,0,22,0,0,1,0
go,0,0,0,0,0,0,0,0,0,17,0
add,0,0,0,0,0,0,0,0,0,13,0
burden,0,0,0,0,0,0,3,0,0,0,0
widely,0,0,12,0,0,0,0,0,0,0,0
accept,0,0,0,0,0,0,0,0,0,24,0
boat,0,0,0,0,0,0,2,0,0,0,0
dock,0,0,0,0,0,0,0,0,0,1,0
telecommunication,0,0,0,0,0,0,4,0,0,0,0
road,0,0,0,0,0,0,11,0,0,0,0
highway,0,0,0,0,0,0,3,0,0,0,0
automobile,0,0,0,0,0,0,3,0,0,0,0
rapidly,0,0,18,0,0,0,0,0,0,0,0
mode,0,0,0,0,0,0,1,0,0,0,0
parallel,4,0,0,0,0,0,2,0,0,0,0
sidewalk,0,0,0,0,0,0,1,0,0,0,0
coach,0,0,0,0,0,0,1,0,0,0,0
regionally,0,0,1,0,0,0,0,0,0,0,0
firm,2,0,0,0,0,0,4,0,0,0,0
authority,0,0,0,0,0,0,23,0,0,0,0
comparatively,0,0,2,0,0,0,0,0,0,0,0
railroad,0,0,0,0,0,0,6,0,0,0,0
suspension,0,0,0,0,0,0,2,0,0,0,0
engineering,0,0,0,0,0,0,6,0,0,0,0
project,0,0,0,0,0,0,6,0,0,0,0
consist,0,0,0,0,0,0,0,0,0,33,0
span,0,0,0,0,0,0,1,0,0,0,0
rail,0,0,0,0,0,0,7,0,0,0,0
following,8,0,0,0,0,0,1,0,0,0,0
characteristic,4,0,0,0,0,0,3,0,0,0,0
conjoin,0,0,0,0,0,0,0,0,0,1,0
favourable,7,0,0,0,0,0,0,0,0,0,0
condition,0,0,0,0,0,0,24,0,0,0,0
international,49,0,0,0,0,0,0,0,0,0,0
near,0,17,0,0,0,0,0,0,0,0,0
airport,0,0,0,0,0,0,5,0,0,0,0
accessible,1,0,0,0,0,0,0,0,0,0,0
joint,8,0,0,0,0,0,0,0,0,0,0
fly,0,0,0,0,0,0,0,0,0,3,0
intercontinental,1,0,0,0,0,0,0,0,0,0,0
airline,0,0,0,0,0,0,2,0,0,0,0
possess,0,0,0,0,0,0,0,0,0,3,0
advance,0,0,0,0,0,0,4,0,0,4,0
telecommunications,0,0,0,0,0,0,4,0,0,0,0
satellite,0,0,0,0,0,0,3,0,0,0,0
cable,0,0,0,0,0,0,2,0,0,0,0
fibre,0,0,0,0,0,0,1,0,0,0,0
optic,0,0,0,0,0,0,1,0,0,0,0
microwave,0,0,0,0,0,0,1,0,0,0,0
radio,1,0,0,0,0,0,14,0,0,0,0
telephone,0,0,0,0,0,0,4,0,0,0,0
subscription,0,0,0,0,0,0,1,0,0,0,0
person,0,0,0,0,0,0,9,0,0,0,0
internet,0,0,0,0,0,0,5,0,0,0,0
significantly,0,0,7,0,0,0,0,0,0,0,0
society,0,0,0,0,0,0,28,0,0,0,0
constitution,0,0,0,0,0,0,49,0,0,0,0
unicameral,4,0,0,0,0,0,0,0,0,0,0
legislature,0,0,0,0,0,0,6,0,0,0,0
additionally,0,0,2,0,0,0,0,0,0,0,0
cabinet,0,0,0,0,0,0,18,0,0,0,0
department,0,0,0,0,0,0,5,0,0,0,0
appoint,0,0,0,0,0,0,0,0,0,32,0
party,0,0,0,0,0,0,91,0,0,0,0
consultation,0,0,0,0,0,0,4,0,0,0,0
recommendation,0,0,0,0,0,0,5,0,0,0,0
sit,0,0,0,0,0,0,0,0,0,5,0
countersign,0,0,0,0,0,0,0,0,0,1,0
vote,0,0,0,0,0,0,22,0,0,5,0
confidence,0,0,0,0,0,0,3,0,0,0,0
unicameralism,0,0,0,0,0,0,1,0,0,0,0
mandate,0,0,0,0,0,0,0,0,0,1,0
example,0,0,0,0,0,0,10,0,0,0,0
secure,1,0,0,0,0,0,0,0,0,14,0
approval,0,0,0,0,0,0,3,0,0,0,0
entry,0,0,0,0,0,0,4,0,0,0,0
postulate,0,0,0,0,0,0,0,0,0,1,0
creation,0,0,0,0,0,0,3,0,0,0,0
ombudsman,0,0,0,0,0,0,10,0,0,0,0
outside,2,11,1,0,0,0,0,0,0,0,0
origin,0,0,0,0,0,0,5,0,0,0,0
succession,0,0,0,0,0,0,12,0,0,0,0
accession,0,0,0,0,0,0,1,0,0,0,0
county,0,0,0,0,0,0,20,0,0,0,0
council,0,0,0,0,0,0,36,0,0,0,0
district,0,0,0,0,0,0,14,0,0,0,0
borough,0,0,0,0,0,0,2,0,0,0,0
reduce,0,0,0,0,0,0,0,0,0,18,0
municipality,0,0,0,0,0,0,16,0,0,0,0
administrative,26,0,0,0,0,0,0,0,0,0,0
criminal,5,0,0,0,0,0,0,0,0,0,0
charge,0,0,0,0,0,0,8,0,0,5,0
civil,17,0,0,0,0,0,0,0,0,0,0
dispute,0,0,0,0,0,0,7,0,0,0,0
jurisdiction,0,0,0,0,0,0,6,0,0,0,0
court,0,0,0,0,0,0,32,0,0,0,0
hear,0,0,0,0,0,0,0,0,0,2,0
appeal,0,0,0,0,0,0,11,0,0,3,0
case,0,0,0,0,0,0,21,0,0,0,0
jury,0,0,0,0,0,0,3,0,0,0,0
impanel,0,0,0,0,0,0,0,0,0,1,0
nonjury,1,0,0,0,0,0,0,0,0,0,0
judge,0,0,0,0,0,0,10,0,0,0,0
alongside,0,2,0,0,0,0,0,0,0,0,0
professional,6,0,0,0,0,0,3,0,0,0,0
reopen,0,0,0,0,0,0,0,0,0,3,0
trial,0,0,0,0,0,0,3,0,0,0,0
apex,0,0,0,0,0,0,1,0,0,0,0
legal,6,0,0,0,0,0,0,0,0,0,0
universal,10,0,0,0,0,0,0,0,0,0,0
suffrage,0,0,0,0,0,0,8,0,0,0,0
secret,3,0,0,0,0,0,0,0,0,0,0
ballot,0,0,0,0,0,0,1,0,0,0,0
voting,0,0,0,0,0,0,5,0,0,0,0
eligible,3,0,0,0,0,0,0,0,0,0,0
turnout,0,0,0,0,0,0,1,0,0,0,0
historically,0,0,4,0,0,0,0,0,0,0,0
proportional,7,0,0,0,0,0,0,0,0,0,0
representation,0,0,0,0,0,0,12,0,0,0,0
seat,0,0,0,0,0,0,29,0,0,0,0
proportion,0,0,0,0,0,0,9,0,0,0,0
strength,0,0,0,0,0,0,8,0,0,0,0
dissolve,0,0,0,0,0,0,0,0,0,7,0
splintering,0,0,0,0,0,0,1,0,0,0,0
nonsocialist,8,0,0,0,0,0,1,0,0,0,0
regain,0,0,0,0,0,0,0,0,0,3,0
rein,0,0,0,0,0,0,1,0,0,0,0
prominent,4,0,0,0,0,0,0,0,0,0,0
wing,4,0,0,0,0,0,10,0,0,0,0
express,0,0,0,0,0,0,0,0,0,4,0
anti,10,0,0,0,0,0,0,0,0,0,0
sentiment,0,0,0,0,0,0,3,0,0,0,0
oppose,0,0,0,0,0,0,0,0,0,10,0
modify,0,0,0,0,0,0,0,0,0,2,0
hard,2,0,3,0,0,0,0,0,0,0,0
stance,0,0,0,0,0,0,3,0,0,0,0
dane,0,0,0,0,0,0,2,0,0,0,0
aggressive,3,0,0,0,0,0,0,0,0,0,0
threat,0,0,0,0,0,0,8,0,0,0,0
infectious,1,0,0,0,0,0,0,0,0,0,0
disease,0,0,0,0,0,0,1,0,0,0,0
nurse,0,0,0,0,0,0,1,0,0,0,0
advice,0,0,0,0,0,0,1,0,0,0,0
assistance,0,0,0,0,0,0,6,0,0,0,0
mother,0,0,0,0,0,0,3,0,0,0,0
nutrition,0,0,0,0,0,0,1,0,0,0,0
housing,0,0,0,0,0,0,26,0,0,0,0
infant,1,0,0,0,0,0,1,0,0,0,0
mortality,0,0,0,0,0,0,2,0,0,0,0
cost,0,0,0,0,0,0,14,0,0,0,0
care,0,0,0,0,0,0,15,0,0,0,0
choose,0,0,0,0,0,0,0,0,0,23,0
primary,7,0,0,0,0,0,0,0,0,0,0
option,0,0,0,0,0,0,2,0,0,0,0
opt,0,0,0,0,0,0,0,0,0,3,0
general,29,0,0,0,0,0,10,0,0,0,0
practitioner,0,0,0,0,0,0,3,0,0,0,0
prefer,0,0,0,0,0,0,0,0,0,6,0
medical,6,0,0,0,0,0,0,0,0,0,0
bill,0,0,0,0,0,0,7,0,0,0,0
pocket,0,0,0,0,0,0,1,0,0,0,0
privilege,0,0,0,0,0,0,14,0,0,0,0
physician,0,0,0,0,0,0,1,0,0,0,0
specialist,0,0,0,0,0,0,2,0,0,0,0
wish,0,0,0,0,0,0,3,0,0,5,0
insurance,0,0,0,0,0,0,8,0,0,0,0
available,14,0,0,0,0,0,0,0,0,0,0
comprehensive,14,0,0,0,0,0,0,0,0,0,0
offer,0,0,0,0,0,0,1,0,0,20,0
disability,0,0,0,0,0,0,2,0,0,0,0
survivorship,0,0,0,0,0,0,1,0,0,0,0
virtually,0,0,9,0,0,0,0,0,0,0,0
unable,6,0,0,0,0,0,0,0,0,0,0
dependant,0,0,0,0,0,0,1,0,0,0,0
shall,0,0,0,1,0,0,0,0,0,0,0
maintenance,0,0,0,0,0,0,1,0,0,0,0
entitle,0,0,0,0,0,0,0,0,0,6,0
think,0,0,0,0,0,0,0,0,0,7,0
institutionalize,0,0,0,0,0,0,0,0,0,1,0
charity,0,0,0,0,0,0,1,0,0,0,0
recognize,0,0,0,0,0,0,0,0,0,16,0
legally,0,0,4,0,0,0,0,0,0,0,0
opinion,0,0,0,0,0,0,8,0,0,0,0
morally,0,0,1,0,0,0,0,0,0,0,0
assessment,0,0,0,0,0,0,2,0,0,0,0
literate,2,0,0,0,0,0,0,0,0,0,0
attendance,0,0,0,0,0,0,4,0,0,0,0
child,0,0,0,0,0,0,19,0,0,0,0
compulsory,9,0,0,0,0,0,0,0,0,0,0
preschool,0,0,0,0,0,0,4,0,0,0,0
kindergarten,0,0,0,0,0,0,1,0,0,0,0
optional,1,0,0,0,0,0,0,0,0,0,0
interesting,1,0,0,0,0,0,0,0,0,0,0
type,0,0,0,0,0,0,8,0,0,0,0
concept,0,0,0,0,0,0,5,0,0,0,0
originate,0,0,0,0,0,0,0,0,0,4,0
means,0,0,0,0,0,0,3,0,0,0,0
cultural,37,0,0,0,0,0,0,0,0,0,0
model,0,0,0,0,0,0,5,0,0,1,0
soon,0,0,22,0,0,0,0,0,0,0,0
imitate,0,0,0,0,0,0,0,0,0,1,0
military,36,0,0,0,0,0,1,0,0,0,0
powerful,15,0,0,0,0,0,0,0,0,0,0
instrument,0,0,0,0,0,0,3,0,0,0,0
regeneration,0,0,0,0,0,0,1,0,0,0,0
entrance,0,0,0,0,0,0,3,0,0,0,0
qualification,0,0,0,0,0,0,4,0,0,0,0
leaving,0,0,0,0,0,0,1,0,0,0,0
examination,0,0,0,0,0,0,1,0,0,0,0
atmosphere,0,0,0,0,0,0,2,0,0,0,0
homelike,1,0,0,0,0,0,0,0,0,0,0
teacher,0,0,0,0,0,0,1,0,0,0,0
singing,0,0,0,0,0,0,1,0,0,0,0
song,0,0,0,0,0,0,11,0,0,0,0
subject,5,0,0,0,0,0,4,0,0,3,0
interest,0,0,0,0,0,0,27,0,0,0,0
predominate,0,0,0,0,0,0,0,0,0,2,0
originally,0,0,9,0,0,0,0,0,0,0,0
subsidy,0,0,0,0,0,0,8,0,0,0,0
body,0,0,0,0,0,0,12,0,0,0,0
grade,0,0,0,0,0,0,6,0,0,0,0
workforce,0,0,0,0,0,0,9,0,0,0,0
undertake,0,0,0,0,0,0,0,0,0,9,0
vocational,3,0,0,0,0,0,0,0,0,0,0
training,0,0,0,0,0,0,4,0,0,0,0
enroll,0,0,0,0,0,0,0,0,0,1,0
upper,11,0,0,0,0,0,0,0,0,0,0
secondary,10,0,0,0,0,0,0,0,0,0,0
gymnasium,0,0,0,0,0,0,1,0,0,0,0
higher,0,0,1,0,0,0,0,0,0,0,0
preparatory,1,0,0,0,0,0,0,0,0,0,0
graduate,0,0,0,0,0,0,1,0,0,2,0
university,0,0,0,0,0,0,19,0,0,0,0
academy,0,0,0,0,0,0,2,0,0,0,0
specialize,0,0,0,0,0,0,0,0,0,1,0
technical,6,0,0,0,0,0,0,0,0,0,0
artistic,3,0,0,0,0,0,0,0,0,0,0
attend,0,0,0,0,0,0,0,0,0,5,0
nonformal,1,0,0,0,0,0,0,0,0,0,0
educational,11,0,0,0,0,0,0,0,0,0,0
pinnacle,0,0,0,0,0,0,1,0,0,0,0
traditionally,0,0,8,0,0,0,0,0,0,0,0
security,0,0,0,0,0,0,13,0,0,0,0
true,3,0,0,0,0,0,0,0,0,0,0
change,0,0,0,0,0,0,31,0,0,19,0
inevitable,2,0,0,0,0,0,0,0,0,0,0
tolerate,0,0,0,0,0,0,0,0,0,1,0
sexual,1,0,0,0,0,0,0,0,0,0,0
marry,0,0,0,0,0,0,0,0,0,15,0
uncommon,1,0,0,0,0,0,0,0,0,0,0
baby,0,0,0,0,0,0,2,0,0,0,0
consider,0,0,0,0,0,0,0,0,0,22,0
immoral,1,0,0,0,0,0,0,0,0,0,0
unacceptable,2,0,0,0,0,0,0,0,0,0,0
cohabitation,0,0,0,0,0,0,1,0,0,0,0
formality,0,0,0,0,0,0,1,0,0,0,0
engagement,0,0,0,0,0,0,1,0,0,0,0
wedding,0,0,0,0,0,0,1,0,0,0,0
wedlock,0,0,0,0,0,0,1,0,0,0,0
consistent,1,0,0,0,0,0,0,0,0,0,0
decline,0,0,0,0,0,0,7,0,0,13,0
