word,ADJ,ADP,ADV,CCONJ,NOUN,NUM,SCONJ,VERB
wastewater,0,0,0,0,1,0,0,0
atmosphere,0,0,0,0,1,0,0,0
motor,0,0,0,0,1,0,0,0
greenhouse,0,0,0,0,1,0,0,0
carbon,0,0,0,0,1,0,0,0
dioxide,0,0,0,0,1,0,0,0
believe,0,0,0,0,0,0,0,1
responsibility,0,0,0,0,1,0,0,0
member,0,0,0,0,1,0,0,0
simple,1,0,0,0,0,0,0,0
choose,0,0,0,0,0,0,0,1
reusable,1,0,0,0,0,0,0,0
disposable,1,0,0,0,0,0,0,0
yard,0,0,0,0,1,0,0,0
shrub,0,0,0,0,1,0,0,0
put,0,0,0,0,0,0,0,1
birdhouse,0,0,0,0,1,0,0,0
feeder,0,0,0,0,1,0,0,0
walk,0,0,0,0,0,0,0,1
bike,0,0,0,0,0,0,0,1
transit,0,0,0,0,1,0,0,0
additionally,0,0,1,0,0,0,0,0
lax,1,0,0,0,0,0,0,0
lack,0,0,0,0,0,0,0,1
setback,0,0,0,0,1,0,0,0
stringent,1,0,0,0,0,0,0,0
effectively,0,0,1,0,0,0,0,0
enforce,0,0,0,0,0,0,0,1
gain,0,0,0,0,1,0,0,0
corporation,0,0,0,0,1,0,0,0
concerned,1,0,0,0,0,0,0,0
appear,0,0,0,0,0,0,0,1
collectively,0,0,1,0,0,0,0,0
express,0,0,0,0,0,0,0,1
topic,0,0,0,0,1,0,0,0
discussion,0,0,0,0,1,0,0,0
worthy,1,0,0,0,0,0,0,0
