word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PRON,PUNCT,SCONJ,VERB
virile,2,0,0,0,0,0,0,0,0,0,0,0,0
icy,1,0,0,0,0,0,0,0,0,0,0,0,0
perfume,0,0,0,0,0,0,0,1,0,0,0,0,0
revive,0,0,0,0,0,0,0,0,0,0,0,0,1
goad,0,0,0,0,0,0,0,0,0,0,0,0,2
compliment,0,0,0,0,0,0,0,2,0,0,0,0,0
accompany,0,0,0,0,0,0,0,0,0,0,0,0,3
sunset,0,0,0,0,0,0,0,1,0,0,0,0,0
return,0,0,0,0,0,0,0,1,0,0,0,0,4
clay,0,0,0,0,0,0,0,1,0,0,0,0,0
sly,1,0,0,0,0,0,0,0,0,0,0,0,0
noncommittal,1,0,0,0,0,0,0,0,0,0,0,0,0
passer,0,0,0,0,0,0,0,1,0,0,0,0,0
praise,0,0,0,0,0,0,0,0,0,0,0,0,1
treasure,0,0,0,0,0,0,0,2,0,0,0,0,0
perch,0,0,0,0,0,0,0,0,0,0,0,0,1
yonder,1,0,0,0,0,0,0,0,0,0,0,0,0
murmur,0,0,0,0,0,0,0,0,0,0,0,0,3
vaguely,0,0,2,0,0,0,0,0,0,0,0,0,0
car,0,0,0,0,0,0,0,4,0,0,0,0,0
rich,7,0,0,0,0,0,0,0,0,0,0,0,0
mill,0,0,0,0,0,0,0,2,0,0,0,0,0
lazy,2,0,0,0,0,0,0,0,0,0,0,0,0
lean,0,0,0,0,0,0,0,0,0,0,0,0,1
whine,0,0,0,0,0,0,0,0,0,0,0,0,1
giveya,0,0,0,0,0,0,0,0,0,1,0,0,0
bit,0,0,0,0,0,0,0,3,0,0,0,0,0
cash,0,0,0,0,0,0,0,1,0,0,0,0,0
ordinarily,0,0,1,0,0,0,0,0,0,0,0,0,0
afraid,3,0,0,0,0,0,0,0,0,0,0,0,0
occasion,0,0,0,0,0,0,0,2,0,0,0,0,0
promptly,0,0,2,0,0,0,0,0,0,0,0,0,0
persist,0,0,0,0,0,0,0,0,0,0,0,0,1
goodness,0,0,0,0,0,0,0,2,0,0,0,0,0
answer,0,0,0,0,0,0,0,1,0,0,0,0,3
gently,0,0,1,0,0,0,0,0,0,0,0,0,0
reflect,0,0,0,0,0,0,0,0,0,0,0,0,1
doubt,0,0,0,0,0,0,0,0,0,0,0,0,2
slump,0,0,0,0,0,0,0,0,0,0,0,0,1
snore,0,0,0,0,0,0,0,0,0,0,0,0,2
loud,1,0,1,0,0,0,0,0,0,0,0,0,0
human,2,0,0,0,0,0,0,2,0,0,0,0,0
trunk,0,0,0,0,0,0,0,2,0,0,0,0,0
attic,0,0,0,0,0,0,0,2,0,0,0,0,0
contain,0,0,0,0,0,0,0,0,0,0,0,0,2
shoebox,0,0,0,0,0,0,0,1,0,0,0,0,0
ermine,0,0,0,0,0,0,0,1,0,0,0,0,0
tail,0,0,0,0,0,0,0,1,0,0,0,0,0
opera,0,0,0,0,0,0,0,1,0,0,0,0,0
cape,0,0,0,0,0,0,0,1,0,0,0,0,0
curious,2,0,0,0,0,0,0,0,0,0,0,0,0
lady,0,0,0,0,0,0,0,11,0,0,0,0,0
rent,0,0,0,0,0,0,0,0,0,0,0,0,1
coil,0,0,0,0,0,0,0,1,0,0,0,0,0
frazzled,1,0,0,0,0,0,0,0,0,0,0,0,0
tinsel,0,0,0,0,0,0,0,1,0,0,0,0,0
gold,3,0,0,0,0,0,0,2,0,0,0,0,0
silver,5,0,0,0,0,0,0,0,0,0,0,0,0
brief,2,0,0,0,0,0,0,0,0,0,0,0,0
rope,0,0,0,0,0,0,0,2,0,0,0,0,0
undoubtedly,0,0,1,0,0,0,0,0,0,0,0,0,0
dangerous,2,0,0,0,0,0,0,0,0,0,0,0,0
candy,0,0,0,0,0,0,0,1,0,0,0,0,0
excellent,2,0,0,0,0,0,0,0,0,0,0,0,0
decoration,0,0,0,0,0,0,0,1,0,0,0,0,0
far,1,0,5,0,0,0,0,0,0,0,0,0,0
droop,0,0,0,0,0,0,0,0,0,0,0,0,1
weighty,1,0,0,0,0,0,0,0,0,0,0,0,0
snow,0,0,0,0,0,0,0,12,0,0,0,0,0
ornament,0,0,0,0,0,0,0,1,0,0,0,0,0
afford,0,0,0,0,0,0,0,0,0,0,0,0,2
splendor,0,0,0,0,0,0,0,1,0,0,0,0,0
scissor,0,0,0,0,0,0,0,1,0,0,0,0,0
crayon,0,0,0,0,0,0,0,2,0,0,0,0,0
stack,0,0,0,0,0,0,0,1,0,0,0,0,1
sketch,0,0,0,0,0,0,0,1,0,0,0,0,1
lot,0,0,0,0,0,0,0,8,0,0,0,0,0
cat,0,0,0,0,0,0,0,1,0,0,0,0,0
easy,3,0,0,0,0,0,0,0,0,0,0,0,0
draw,0,0,0,0,0,0,0,1,0,0,0,0,3
watermelon,0,0,0,0,0,0,0,1,0,0,0,0,0
winged,1,0,0,0,0,0,0,0,0,0,0,0,0
angel,0,0,0,0,0,0,0,2,0,0,0,0,0
devise,0,0,0,0,0,0,0,0,0,0,0,0,1
save,0,0,0,0,0,0,0,0,0,0,0,0,3
sheet,0,0,0,0,0,0,0,2,0,0,0,0,0
bar,0,0,0,0,0,0,0,1,0,0,0,0,0
tin,0,0,0,0,0,0,0,4,0,0,0,0,0
foil,0,0,0,0,0,0,0,1,0,0,0,0,0
safety,0,0,0,0,0,0,0,2,0,0,0,0,0
pin,0,0,0,0,0,0,0,1,0,0,0,0,3
attach,0,0,0,0,0,0,0,0,0,0,0,0,3
creation,0,0,0,0,0,0,0,1,0,0,0,0,0
touch,0,0,0,0,0,0,0,1,0,0,0,0,1
sprinkle,0,0,0,0,0,0,0,1,0,0,0,0,2
shredded,1,0,0,0,0,0,0,0,0,0,0,0,0
cotton,0,0,0,0,0,0,0,2,0,0,0,0,0
survey,0,0,0,0,0,0,0,0,0,0,0,0,1
effect,0,0,0,0,0,0,0,2,0,0,0,0,0
clasp,0,0,0,0,0,0,0,0,0,0,0,0,1
honest,2,0,0,0,0,0,0,0,0,0,0,0,0
look,0,0,0,0,0,0,0,0,0,0,0,0,23
weave,0,0,0,0,0,0,0,0,0,0,0,0,3
ribbone,0,0,0,0,0,0,0,0,0,0,0,0,1
wreath,0,0,0,0,0,0,0,1,0,0,0,0,0
project,0,0,0,0,0,0,0,1,0,0,0,0,0
fashioning,0,0,0,0,0,0,0,1,0,0,0,0,0
family,0,0,0,0,0,0,0,11,0,0,0,0,0
gift,0,0,0,0,0,0,0,7,0,0,0,0,0
tie,0,0,0,0,0,0,0,1,0,0,0,0,0
dye,0,0,0,0,0,0,0,1,0,0,0,0,0
scarf,0,0,0,0,0,0,0,1,0,0,0,0,0
brew,0,0,0,0,0,0,0,0,0,0,0,0,1
lemon,0,0,0,0,0,0,0,3,0,0,0,0,0
licorice,0,0,0,0,0,0,0,1,0,0,0,0,0
aspirin,0,0,0,0,0,0,0,1,0,0,0,0,0
symptom,0,0,0,0,0,0,0,1,0,0,0,0,0
hunting,0,0,0,0,0,0,0,1,0,0,0,0,0
separate,1,0,0,0,0,0,0,0,0,0,0,0,4
pearl,0,0,0,0,0,0,0,3,0,0,0,0,0
handled,2,0,0,0,0,0,0,0,0,0,0,0,0
radio,0,0,0,0,0,0,0,5,0,0,0,0,0
pound,0,0,0,0,0,0,0,3,0,0,0,0,1
chocolate,0,0,0,0,0,0,0,1,0,0,0,0,0
vain,0,0,0,0,0,0,0,1,0,0,0,0,0
kite,0,0,0,0,0,0,0,11,0,0,0,0,0
bicycle,0,0,0,0,0,0,0,2,0,0,0,0,0
million,0,0,0,0,0,0,0,0,2,0,0,0,0
bad,16,0,2,0,0,0,0,0,0,0,0,0,0
life,0,0,0,0,0,0,0,4,0,0,0,0,0
confound,0,0,0,0,0,0,0,0,0,0,0,0,1
goat,0,0,0,0,0,0,0,2,0,0,0,0,0
able,6,0,0,0,0,0,0,0,0,0,0,0,0
locate,0,0,0,0,0,0,0,0,0,0,0,0,2
bike,0,0,0,0,0,0,0,3,0,0,0,0,0
ask,0,0,0,0,0,0,0,0,0,0,0,0,6
fairly,0,0,2,0,0,0,0,0,0,0,0,0,0
certain,3,0,0,0,0,0,0,0,0,0,0,0,0
slingshot,0,0,0,0,0,0,0,1,0,0,0,0,0
champion,0,0,0,0,0,0,0,1,0,0,0,0,0
flyer,0,0,0,0,0,0,0,1,0,0,0,0,0
study,0,0,0,0,0,0,0,0,0,0,0,0,4
sailor,0,0,0,0,0,0,0,1,0,0,0,0,0
accomplished,1,0,0,0,0,0,0,0,0,0,0,0,0
aloft,0,0,1,0,0,0,0,0,0,0,0,0,0
breeze,0,0,0,0,0,0,0,1,0,0,0,0,0
scrape,0,0,0,0,0,0,0,0,0,0,0,0,1
butcher,0,0,0,0,0,0,0,1,0,0,0,0,1
traditional,2,0,0,0,0,0,0,0,0,0,0,0,0
gnawable,1,0,0,0,0,0,0,0,0,0,0,0,0
beef,0,0,0,0,0,0,0,2,0,0,0,0,0
bone,1,0,0,0,0,0,0,7,0,0,0,0,0
wrap,0,0,0,0,0,0,0,0,0,0,0,0,6
near,0,1,0,0,0,0,0,0,0,0,0,0,0
squat,0,0,0,0,0,0,0,0,0,0,0,0,1
stare,0,0,0,0,0,0,0,0,0,0,0,0,4
trance,0,0,0,0,0,0,0,1,0,0,0,0,0
greed,0,0,0,0,0,0,0,1,0,0,0,0,0
bedtime,0,0,0,0,0,0,0,1,0,0,0,0,0
refuse,0,0,0,0,0,0,0,0,0,0,0,0,6
budge,0,0,0,0,0,0,0,0,0,0,0,0,1
equal,0,0,0,0,0,0,0,0,0,0,0,0,1
kick,0,0,0,0,0,0,0,0,0,0,0,0,2
scorch,0,0,0,0,0,0,0,0,0,0,0,0,1
rooster,0,0,0,0,0,0,0,1,0,0,0,0,0
falsely,0,0,1,0,0,0,0,0,0,0,0,0,0
awake,4,0,1,0,0,0,0,0,0,0,0,0,0
instant,0,0,0,0,0,0,0,2,0,0,0,0,0
candle,0,0,0,0,0,0,0,4,0,0,0,0,0
hoot,0,0,0,0,0,0,0,1,0,0,0,0,0
declare,0,0,0,0,0,0,0,0,0,0,0,0,1
jack,0,0,0,0,0,0,0,1,0,0,0,0,0
rabbit,0,0,0,0,0,0,0,1,0,0,0,0,0
serve,0,0,0,0,0,0,0,0,0,0,0,0,4
dinner,0,0,0,0,0,0,0,4,0,0,0,0,0
huddle,0,0,0,0,0,0,0,0,0,0,0,0,1
squeeze,0,0,0,0,0,0,0,0,0,0,0,0,5
love,0,0,0,0,0,0,0,5,0,0,0,0,8
guess,0,0,0,0,0,0,0,0,0,0,0,0,3
hate,0,0,0,0,0,0,0,0,0,0,0,0,8
cameo,0,0,0,0,0,0,0,10,0,0,0,0,0
give,0,0,0,0,0,0,0,0,0,0,0,0,9
hesitate,0,0,0,0,0,0,0,0,0,0,0,0,1
embarrassed,1,0,0,0,0,0,0,0,0,0,0,0,0
confes,0,0,0,0,0,0,0,0,0,0,0,0,1
burn,0,0,0,0,0,0,0,0,0,0,0,0,6
short,1,0,0,0,0,0,0,0,0,0,0,0,0
expose,0,0,0,0,0,0,0,0,0,0,0,0,2
starlight,0,0,0,0,0,0,0,1,0,0,0,0,0
visible,2,0,0,0,0,0,0,0,0,0,0,0,0
caroling,0,0,0,0,0,0,0,1,0,0,0,0,0
daybreak,0,0,0,0,0,0,0,1,0,0,0,0,0
silence,0,0,0,0,0,0,0,2,0,0,0,0,1
possibly,0,0,1,0,0,0,0,0,0,0,0,0,0
doze,0,0,0,0,0,0,0,0,0,0,0,0,1
beginning,0,0,0,0,0,0,0,1,0,0,0,0,0
dawn,0,0,0,0,0,0,0,3,0,0,0,0,0
splash,0,0,0,0,0,0,0,1,0,0,0,0,1
wide,1,0,0,0,0,0,0,0,0,0,0,0,0
eyed,3,0,0,0,0,0,0,0,0,0,0,0,0
wander,0,0,0,0,0,0,0,0,0,0,0,0,3
waken,0,0,0,0,0,0,0,0,0,0,0,0,3
deliberately,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,0,0,0,0,0,0,0,0,0,0,0,0,3
kettle,0,0,0,0,0,0,0,1,0,0,0,0,0
household,0,0,0,0,0,0,0,2,0,0,0,0,0
emerge,0,0,0,0,0,0,0,0,0,0,0,0,2
gorgeous,2,0,0,0,0,0,0,0,0,0,0,0,0
breakfast,0,0,0,0,0,0,0,3,0,0,0,0,0
flapjack,0,0,0,0,0,0,0,1,0,0,0,0,0
squirrel,0,0,0,0,0,0,0,2,0,0,0,0,0
hominy,2,0,0,0,0,0,0,0,0,0,0,0,0
grit,0,0,0,0,0,0,0,2,0,0,0,0,0
honey,0,0,0,0,0,0,0,3,0,0,0,0,0
comb,0,0,0,0,0,0,0,3,0,0,0,0,1
put,0,0,0,0,0,0,0,0,0,0,0,0,2
humor,0,0,0,0,0,0,0,3,0,0,0,0,0
frankly,0,0,1,0,0,0,0,0,0,0,0,0,0
impatient,1,0,0,0,0,0,0,0,0,0,0,0,0
present,2,0,0,0,0,0,0,4,0,0,0,0,0
mouthful,0,0,0,0,0,0,0,1,0,0,0,0,0
disappointed,1,0,0,0,0,0,0,0,0,0,0,0,0
sock,0,0,0,0,0,0,0,2,0,0,0,0,0
school,0,0,0,0,0,0,0,17,0,0,0,0,0
shirt,0,0,0,0,0,0,0,2,0,0,0,0,0
subscription,0,0,0,0,0,0,0,1,0,0,0,0,0
religious,1,0,0,0,0,0,0,0,0,0,0,0,0
magazine,0,0,0,0,0,0,0,1,0,0,0,0,0
boil,0,0,0,0,0,0,0,0,0,0,0,0,2
proud,2,0,0,0,0,0,0,0,0,0,0,0,0
wool,0,0,0,0,0,0,0,1,0,0,0,0,0
shawl,0,0,0,0,0,0,0,1,0,0,0,0,0
knit,0,0,0,0,0,0,0,0,0,0,0,0,1
married,1,0,0,0,0,0,0,0,0,0,0,0,0
sister,0,0,0,0,0,0,0,13,0,0,0,0,0
beautiful,6,0,0,0,0,0,0,0,0,0,0,0,0
blue,6,0,0,0,0,0,0,0,0,0,0,0,0
scatter,0,0,0,0,0,0,0,1,0,0,0,0,2
pasture,0,0,0,0,0,0,0,8,0,0,0,0,0
scoot,0,0,0,0,0,0,0,0,0,0,0,0,2
bury,0,0,0,0,0,0,0,0,0,0,0,0,2
plunge,0,0,0,0,0,0,0,0,0,0,0,0,1
healthy,1,0,0,0,0,0,0,0,0,0,0,0,0
waist,0,0,0,0,0,0,0,1,0,0,0,0,0
unreel,0,0,0,0,0,0,0,0,0,0,0,0,1
twitch,0,0,0,0,0,0,0,0,0,0,0,0,1
string,0,0,0,0,0,0,0,3,0,0,0,0,0
swim,0,0,0,0,0,0,0,0,0,0,0,0,1
satisfied,1,0,0,0,0,0,0,0,0,0,0,0,0
sprawl,0,0,0,0,0,0,0,0,0,0,0,0,1
peel,0,0,0,0,0,0,0,0,0,0,0,0,1
cavort,0,0,0,0,0,0,0,0,0,0,0,0,1
forget,0,0,0,0,0,0,0,0,0,0,0,0,4
happy,9,0,0,0,0,0,0,0,0,0,0,0,0
name,0,0,0,0,0,0,0,0,0,0,0,0,5
foolish,1,0,0,0,0,0,0,0,0,0,0,0,0
alert,1,0,0,0,0,0,0,0,0,0,0,0,1
oven,0,0,0,0,0,0,0,1,0,0,0,0,0
tone,0,0,0,0,0,0,0,2,0,0,0,0,0
discovery,0,0,0,0,0,0,0,1,0,0,0,0,0
point,0,0,0,0,0,0,0,1,0,0,0,0,1
body,0,0,0,0,0,0,0,3,0,0,0,0,0
sick,1,0,0,0,0,0,0,0,0,0,0,0,0
shine,0,0,0,0,0,0,0,3,0,0,0,0,2
comfort,0,0,0,0,0,0,0,2,0,0,0,0,0
spooky,1,0,0,0,0,0,0,0,0,0,0,0,0
feeling,0,0,0,0,0,0,0,1,0,0,0,0,0
wager,0,0,0,0,0,0,0,0,0,0,0,0,2
end,0,0,0,0,0,0,0,2,0,0,0,0,1
realize,0,0,0,0,0,0,0,0,0,0,0,0,6
show,0,0,0,0,0,0,0,0,0,0,0,0,1
circle,0,0,0,0,0,0,0,1,0,0,0,0,1
gesture,0,0,0,0,0,0,0,2,0,0,0,0,0
earth,0,0,0,0,0,0,0,4,0,0,0,0,0
decide,0,0,0,0,0,0,0,0,0,0,0,0,6
military,2,0,0,0,0,0,0,0,0,0,0,0,0
miserable,3,0,0,0,0,0,0,0,0,0,0,0,0
succession,0,0,0,0,0,0,0,1,0,0,0,0,0
bugle,0,0,0,0,0,0,0,1,0,0,0,0,0
prison,0,0,0,0,0,0,0,1,0,0,0,0,0
grim,1,0,0,0,0,0,0,0,0,0,0,0,0
reveille,0,0,0,0,0,0,0,1,0,0,0,0,0
ride,0,0,0,0,0,0,0,0,0,0,0,0,6
camp,0,0,0,0,0,0,0,2,0,0,0,0,0
remain,0,0,0,0,0,0,0,1,0,0,0,0,2
putter,0,0,0,0,0,0,0,0,0,0,0,0,2
dear,0,0,0,0,0,0,0,1,0,0,0,0,0
write,0,0,0,0,0,0,0,0,0,0,0,0,6
horse,0,0,0,0,0,0,0,3,0,0,0,0,0
thankful,2,0,0,0,0,0,0,0,0,0,0,0,0
continue,0,0,0,0,0,0,0,0,0,0,0,0,2
single,1,0,1,0,0,0,0,0,0,0,0,0,0
handed,1,0,0,0,0,0,0,0,0,0,0,0,0
course,0,0,5,0,0,0,0,4,0,0,0,0,0
batch,0,0,0,0,0,0,0,1,0,0,0,0,0
letter,0,0,0,0,0,0,0,4,0,0,0,0,0
enclose,0,0,0,0,0,0,0,0,0,0,0,0,1
wad,0,0,0,0,0,0,0,0,0,0,0,0,1
toilet,0,0,0,0,0,0,0,2,0,0,0,0,0
gradually,0,0,1,0,0,0,0,0,0,0,0,0,0
tend,0,0,0,0,0,0,0,0,0,0,0,0,2
confuse,0,0,0,0,0,0,0,0,0,0,0,0,1
stay,0,0,0,0,0,0,0,1,0,0,0,0,6
leafless,1,0,0,0,0,0,0,0,0,0,0,0,0
birdless,1,0,0,0,0,0,0,0,0,0,0,0,0
coming,0,0,0,0,0,0,0,1,0,0,0,0,0
rouse,0,0,0,0,0,0,0,0,0,0,0,0,1
message,0,0,0,0,0,0,0,1,0,0,0,0,0
merely,0,0,2,0,0,0,0,0,0,0,0,0,0
confirm,0,0,0,0,0,0,0,0,0,0,0,0,1
news,0,0,0,0,0,0,0,2,0,0,0,0,0
vein,0,0,0,0,0,0,0,1,0,0,0,0,0
sever,0,0,0,0,0,0,0,0,0,0,0,0,1
irreplaceable,1,0,0,0,0,0,0,0,0,0,0,0,0
broken,1,0,0,0,0,0,0,0,0,0,0,0,0
campus,0,0,0,0,0,0,0,1,0,0,0,0,0
particular,5,0,0,0,0,0,0,0,0,0,0,0,0
search,0,0,0,0,0,0,0,0,0,0,0,0,1
expect,0,0,0,0,0,0,0,0,0,0,0,0,4
lost,1,0,0,0,0,0,0,0,0,0,0,0,0
hurry,0,0,0,0,0,0,0,0,0,0,0,0,1
autobiographical,1,0,0,0,0,0,0,0,0,0,0,0,0
prologue,0,0,0,0,0,0,0,1,0,0,0,0,0
mother,0,0,0,0,0,0,0,17,0,0,0,0,1
exceptionally,0,0,1,0,0,0,0,0,0,0,0,0,0
intelligent,2,0,0,0,0,0,0,0,0,0,0,0,0
girl,0,0,0,0,0,0,0,5,0,0,0,0,0
marry,0,0,0,0,0,0,0,0,0,0,0,0,5
businessman,0,0,0,0,0,0,0,1,0,0,0,0,0
marriage,0,0,0,0,0,0,0,1,0,0,0,0,0
last,0,0,0,0,0,0,0,0,0,0,0,0,1
ambitious,1,0,0,0,0,0,0,0,0,0,0,0,0
college,0,0,0,0,0,0,0,3,0,0,0,0,0
career,0,0,0,0,0,0,0,1,0,0,0,0,0
care,0,0,0,0,0,0,0,1,0,0,0,0,3
parent,0,0,0,0,0,0,0,1,0,0,0,0,0
father,0,0,0,0,0,0,0,36,0,0,0,0,0
occupy,0,0,0,0,0,0,0,0,0,0,0,0,1
graduate,0,0,0,0,0,0,0,0,0,0,0,0,2
success,0,0,0,0,0,0,0,2,0,0,0,0,0
concern,0,0,0,0,0,0,0,0,0,0,0,0,1
unpleasant,1,0,0,0,0,0,0,0,0,0,0,0,0
situation,0,0,0,0,0,0,0,1,0,0,0,0,0
kindly,1,0,0,0,0,0,0,0,0,0,0,0,0
aunt,0,0,0,0,0,0,0,3,0,0,0,0,0
uncle,0,0,0,0,0,0,0,3,0,0,0,0,0
particularly,0,0,1,0,0,0,0,0,0,0,0,0,0
elderly,3,0,0,0,0,0,0,0,0,0,0,0,0
haired,1,0,0,0,0,0,0,0,0,0,0,0,0
slightly,0,0,1,0,0,0,0,0,0,0,0,0,0
crippled,1,0,0,0,0,0,0,0,0,0,0,0,0
flow,0,0,0,0,0,0,0,0,0,0,0,0,1
beard,0,0,0,0,0,0,0,1,0,0,0,0,0
suit,0,0,0,0,0,0,0,5,0,0,0,0,0
sled,0,0,0,0,0,0,0,1,0,0,0,0,0
stub,0,0,0,0,0,0,0,0,0,0,0,0,1
sized,1,0,0,0,0,0,0,0,0,0,0,0,0
frightening,1,0,0,0,0,0,0,0,0,0,0,0,0
isolated,2,0,0,0,0,0,0,0,0,0,0,0,0
surround,0,0,0,0,0,0,0,0,0,0,0,0,2
forest,0,0,0,0,0,0,0,3,0,0,0,0,0
farm,0,0,0,0,0,0,0,9,0,0,0,0,0
kiss,0,0,0,0,0,0,0,0,0,0,0,0,6
haze,0,0,0,0,0,0,0,1,0,0,0,0,0
idea,0,0,0,0,0,0,0,7,0,0,0,0,0
dazzling,1,0,0,0,0,0,0,0,0,0,0,0,0
fairytale,0,0,0,0,0,0,0,1,0,0,0,0,0
flake,0,0,0,0,0,0,0,1,0,0,0,0,0
mysterious,2,0,0,0,0,0,0,0,0,0,0,0,0
courage,0,0,0,0,0,0,0,1,0,0,0,0,0
trip,0,0,0,0,0,0,0,4,0,0,0,0,0
lapel,0,0,0,0,0,0,0,1,0,0,0,0,0
tag,0,0,0,0,0,0,0,2,0,0,0,0,0
scared,1,0,0,0,0,0,0,0,0,0,0,0,0
death,0,0,0,0,0,0,0,2,0,0,0,0,0
force,0,0,0,0,0,0,0,0,0,0,0,0,3
change,0,0,0,0,0,0,0,0,0,0,0,0,1
forever,0,0,6,0,0,0,0,0,0,0,0,0,0
swampy,1,0,0,0,0,0,0,0,0,0,0,0,0
land,0,0,0,0,0,0,0,1,0,0,0,0,0
seacoast,0,0,0,0,0,0,0,1,0,0,0,0,0
city,0,0,0,0,0,0,0,2,0,0,0,0,0
tinkle,0,0,0,0,0,0,0,0,0,0,0,0,1
trolley,0,0,0,0,0,0,0,1,0,0,0,0,0
pack,0,0,0,0,0,0,0,0,0,0,0,0,2
foreign,1,0,0,0,0,0,0,0,0,0,0,0,0
looking,3,0,0,0,0,0,0,0,0,0,0,0,0
sweep,0,0,0,0,0,0,0,0,0,0,0,0,1
arm,0,0,0,0,0,0,0,5,0,0,0,0,0
daddy,0,0,0,0,0,0,0,3,0,0,0,0,0
speechless,1,0,0,0,0,0,0,0,0,0,0,0,0
taxi,0,0,0,0,0,0,0,4,0,0,0,0,0
strangely,0,0,1,0,0,0,0,0,0,0,0,0,0
sure,4,0,1,0,0,0,0,0,0,0,0,0,0
scare,0,0,0,0,0,0,0,0,0,0,0,0,4
sizzle,0,0,0,0,0,0,0,0,0,0,0,0,2
zigzag,0,0,0,0,0,0,0,1,0,0,0,0,0
lightning,0,0,0,0,0,0,0,1,0,0,0,0,0
prayer,0,0,0,0,0,0,0,3,0,0,0,0,0
fact,0,0,0,0,0,0,0,4,0,0,0,0,0
wonder,0,0,0,0,0,0,0,0,0,0,0,0,3
jigsaw,0,0,0,0,0,0,0,1,0,0,0,0,0
puzzle,0,0,0,0,0,0,0,1,0,0,0,0,0
cowboy,0,0,0,0,0,0,0,1,0,0,0,0,0
match,0,0,0,0,0,0,0,0,0,0,0,0,1
lasso,0,0,0,0,0,0,0,1,0,0,0,0,0
rifle,0,0,0,0,0,0,0,1,0,0,0,0,0
shoot,0,0,0,0,0,0,0,0,0,0,0,0,2
sparrow,0,0,0,0,0,0,0,1,0,0,0,0,0
mockingbird,0,0,0,0,0,0,0,1,0,0,0,0,0
bobwhite,0,0,0,0,0,0,0,1,0,0,0,0,0
regret,0,0,0,0,0,0,0,3,0,0,0,0,0
grief,0,0,0,0,0,0,0,1,0,0,0,0,0
throw,0,0,0,0,0,0,0,0,0,0,0,0,1
box,0,0,0,0,0,0,0,8,0,0,0,0,0
impossible,1,0,0,0,0,0,0,0,0,0,0,0,0
furnish,0,0,0,0,0,0,0,0,0,0,0,0,1
refrigerator,0,0,0,0,0,0,0,1,0,0,0,0,0
rare,2,0,0,0,0,0,0,0,0,0,0,0,0
rumble,0,0,0,0,0,0,0,1,0,0,0,0,0
seat,0,0,0,0,0,0,0,4,0,0,0,0,1
mention,0,0,0,0,0,0,0,0,0,0,0,0,4
lace,0,0,0,0,0,0,0,1,0,0,0,0,1
balcony,0,0,0,0,0,0,0,3,0,0,0,0,0
patio,0,0,0,0,0,0,0,4,0,0,0,0,0
cool,1,0,0,0,0,0,0,0,0,0,0,0,2
fountain,0,0,0,0,0,0,0,2,0,0,0,0,0
shape,0,0,0,0,0,0,0,0,0,0,0,0,2
mermaid,0,0,0,0,0,0,0,2,0,0,0,0,0
remarry,0,0,0,0,0,0,0,0,0,0,0,0,1
determine,0,0,0,0,0,0,0,0,0,0,0,0,1
admirer,0,0,0,0,0,0,0,1,0,0,0,0,0
willingly,0,0,1,0,0,0,0,0,0,0,0,0,0
eventually,0,0,2,0,0,0,0,0,0,0,0,0,0
altar,0,0,0,0,0,0,0,2,0,0,0,0,0
charm,0,0,0,0,0,0,0,4,0,0,0,0,1
embarrass,0,0,0,0,0,0,0,0,0,0,0,0,1
banker,0,0,0,0,0,0,0,1,0,0,0,0,0
barber,0,0,0,0,0,0,0,1,0,0,0,0,0
shave,0,0,0,0,0,0,0,0,0,0,0,0,1
hug,0,0,0,0,0,0,0,0,0,0,0,0,5
brag,0,0,0,0,0,0,0,0,0,0,0,0,2
ashamed,4,0,0,0,0,0,0,0,0,0,0,0,0
faithfully,0,0,1,0,0,0,0,0,0,0,0,0,0
exist,0,0,0,0,0,0,0,0,0,0,0,0,4
church,0,0,0,0,0,0,0,3,0,0,0,0,0
pure,1,0,0,0,0,0,0,0,0,0,0,0,0
torture,0,0,0,0,0,0,0,1,0,0,0,0,0
street,0,0,0,0,0,0,0,2,0,0,0,0,0
hell,0,0,0,0,0,0,0,3,0,0,0,0,0
lead,0,0,0,0,0,0,0,1,0,0,0,0,2
food,0,0,0,0,0,0,0,1,0,0,0,0,0
collard,0,0,0,0,0,0,0,3,0,0,0,0,0
bean,0,0,0,0,0,0,0,1,0,0,0,0,0
corn,0,0,0,0,0,0,0,2,0,0,0,0,0
bread,0,0,0,0,0,0,0,1,0,0,0,0,0
comforting,1,0,0,0,0,0,0,0,0,0,0,0,0
oyster,0,0,0,0,0,0,0,1,0,0,0,0,0
throat,0,0,0,0,0,0,0,3,0,0,0,0,0
decade,0,0,0,0,0,0,0,1,0,0,0,0,0
swallow,0,0,0,0,0,0,0,0,0,0,0,0,1
spicy,1,0,0,0,0,0,0,0,0,0,0,0,0
cookery,0,0,0,0,0,0,0,1,0,0,0,0,0
heartburn,0,0,0,0,0,0,0,1,0,0,0,0,0
sir,0,0,0,0,0,0,0,4,0,0,0,0,0
hanker,0,0,0,0,0,0,0,0,0,0,0,0,1
right,4,0,5,0,0,0,0,2,0,0,0,0,0
fresh,2,0,0,0,0,0,0,0,0,0,0,0,0
cow,0,0,0,0,0,0,0,2,0,0,0,0,0
molasse,0,0,0,0,0,0,0,2,0,0,0,0,0
partly,0,0,2,0,0,0,0,0,0,0,0,0,0
certainly,0,0,1,0,0,0,0,0,0,0,0,0,0
